equalweight; learn L
Casting to tensor
torch.Size([1000, 35986, 2])
torch.Size([1000, 35986])
Epoch :  14  Rel. Train L2 Loss :  0.07610960698127747  Rel. Test L2 Loss :  0.09157339406013489  L adjust: ['1.004050', '1.000260']  time :  97.51805138587952
Epoch :  15  Rel. Train L2 Loss :  0.07312190794944763  Rel. Test L2 Loss :  0.08859950304031372  L adjust: ['1.004104', '1.000229']  time :  97.41945004463196
Epoch :  16  Rel. Train L2 Loss :  0.06994758701324463  Rel. Test L2 Loss :  0.08649522066116333  L adjust: ['1.004225', '1.000196']  time :  97.81950950622559
Epoch :  17  Rel. Train L2 Loss :  0.06713040697574615  Rel. Test L2 Loss :  0.08542991399765015  L adjust: ['1.004190', '1.000261']  time :  97.49409770965576
Epoch :  18  Rel. Train L2 Loss :  0.06496530055999755  Rel. Test L2 Loss :  0.08349990177154541  L adjust: ['1.004230', '1.000338']  time :  97.56824040412903
Epoch :  19  Rel. Train L2 Loss :  0.06272516167163848  Rel. Test L2 Loss :  0.08258602499961853  L adjust: ['1.004160', '1.000159']  time :  97.50759363174438
Epoch :  20  Rel. Train L2 Loss :  0.060259693145751955  Rel. Test L2 Loss :  0.08199829959869384  L adjust: ['1.004107', '1.000268']  time :  97.4611804485321
Epoch :  21  Rel. Train L2 Loss :  0.06110541105270386  Rel. Test L2 Loss :  0.08121957755088806  L adjust: ['1.004215', '1.000175']  time :  97.54335594177246
Epoch :  22  Rel. Train L2 Loss :  0.057136219263076785  Rel. Test L2 Loss :  0.079385981798172  L adjust: ['1.004228', '1.000152']  time :  97.46789240837097
Epoch :  23  Rel. Train L2 Loss :  0.05588503235578537  Rel. Test L2 Loss :  0.07804022550582886  L adjust: ['1.004083', '1.000190']  time :  97.51517128944397
Epoch :  24  Rel. Train L2 Loss :  0.0550626847743988  Rel. Test L2 Loss :  0.07768503737449646  L adjust: ['1.004162', '1.000219']  time :  97.618243932724
Epoch :  25  Rel. Train L2 Loss :  0.05462808066606522  Rel. Test L2 Loss :  0.07705040192604065  L adjust: ['1.004145', '1.000146']  time :  97.41890025138855
Epoch :  26  Rel. Train L2 Loss :  0.05185318869352341  Rel. Test L2 Loss :  0.0756710786819458  L adjust: ['1.004209', '1.000320']  time :  97.50861978530884
Epoch :  27  Rel. Train L2 Loss :  0.051353427708148956  Rel. Test L2 Loss :  0.07618620157241822  L adjust: ['1.004160', '1.000273']  time :  97.57446718215942
Epoch :  28  Rel. Train L2 Loss :  0.050446271300315856  Rel. Test L2 Loss :  0.07410364198684692  L adjust: ['1.004279', '1.000173']  time :  97.53813791275024
Epoch :  29  Rel. Train L2 Loss :  0.05048975032567978  Rel. Test L2 Loss :  0.07472823405265808  L adjust: ['1.004058', '1.000116']  time :  97.38057732582092
Epoch :  30  Rel. Train L2 Loss :  0.04888579833507538  Rel. Test L2 Loss :  0.07231929588317872  L adjust: ['1.004210', '1.000271']  time :  97.45549535751343
Epoch :  31  Rel. Train L2 Loss :  0.04749809443950653  Rel. Test L2 Loss :  0.07226610898971558  L adjust: ['1.004201', '1.000256']  time :  97.49819803237915
Epoch :  32  Rel. Train L2 Loss :  0.047029730916023256  Rel. Test L2 Loss :  0.07216661524772644  L adjust: ['1.004253', '1.000224']  time :  97.40837597846985
Epoch :  33  Rel. Train L2 Loss :  0.04841747027635574  Rel. Test L2 Loss :  0.07363431239128113  L adjust: ['1.004188', '1.000342']  time :  97.49011588096619
Epoch :  34  Rel. Train L2 Loss :  0.04670047158002853  Rel. Test L2 Loss :  0.07200902676582337  L adjust: ['1.004085', '1.000153']  time :  97.47913527488708
Epoch :  35  Rel. Train L2 Loss :  0.044291755855083464  Rel. Test L2 Loss :  0.07060771059989929  L adjust: ['1.004204', '1.000305']  time :  97.50120162963867
Epoch :  36  Rel. Train L2 Loss :  0.04477375817298889  Rel. Test L2 Loss :  0.07272590756416321  L adjust: ['1.004214', '1.000051']  time :  97.57123494148254
Epoch :  37  Rel. Train L2 Loss :  0.04580595272779465  Rel. Test L2 Loss :  0.06976811933517456  L adjust: ['1.004010', '1.000252']  time :  97.48388719558716
Epoch :  38  Rel. Train L2 Loss :  0.043596508622169496  Rel. Test L2 Loss :  0.07135586595535279  L adjust: ['1.004146', '1.000338']  time :  97.49271202087402
Epoch :  39  Rel. Train L2 Loss :  0.04268857336044311  Rel. Test L2 Loss :  0.06897512197494507  L adjust: ['1.004222', '1.000227']  time :  98.11912989616394
Epoch :  40  Rel. Train L2 Loss :  0.04216548216342926  Rel. Test L2 Loss :  0.0694737823009491  L adjust: ['1.004178', '1.000114']  time :  98.56434798240662
Epoch :  41  Rel. Train L2 Loss :  0.041834414780139925  Rel. Test L2 Loss :  0.06956000638008118  L adjust: ['1.004226', '1.000201']  time :  97.52711939811707
Epoch :  42  Rel. Train L2 Loss :  0.03967474812269211  Rel. Test L2 Loss :  0.06760436797142029  L adjust: ['1.004184', '1.000255']  time :  97.45180583000183
Epoch :  43  Rel. Train L2 Loss :  0.04048250150680542  Rel. Test L2 Loss :  0.07051355338096618  L adjust: ['1.004285', '1.000265']  time :  97.34780812263489
Epoch :  44  Rel. Train L2 Loss :  0.0413641362786293  Rel. Test L2 Loss :  0.06824801564216613  L adjust: ['1.004066', '1.000317']  time :  97.42044043540955
Epoch :  45  Rel. Train L2 Loss :  0.04034440630674362  Rel. Test L2 Loss :  0.0677194745540619  L adjust: ['1.004106', '1.000309']  time :  97.23191452026367
Epoch :  46  Rel. Train L2 Loss :  0.03987251085042953  Rel. Test L2 Loss :  0.06797243213653564  L adjust: ['1.004236', '1.000101']  time :  97.31049466133118
Epoch :  47  Rel. Train L2 Loss :  0.04152316838502884  Rel. Test L2 Loss :  0.06780664014816284  L adjust: ['1.004122', '1.000280']  time :  97.36981892585754
Epoch :  48  Rel. Train L2 Loss :  0.04027160918712616  Rel. Test L2 Loss :  0.06600800108909607  L adjust: ['1.004083', '1.000178']  time :  97.31900548934937
Epoch :  49  Rel. Train L2 Loss :  0.03845325845479965  Rel. Test L2 Loss :  0.06751536726951599  L adjust: ['1.004281', '1.000158']  time :  97.19765043258667
Epoch :  50  Rel. Train L2 Loss :  0.037659715473651885  Rel. Test L2 Loss :  0.06525629615783692  L adjust: ['1.004219', '1.000295']  time :  97.22650408744812
Epoch :  51  Rel. Train L2 Loss :  0.03758833748102188  Rel. Test L2 Loss :  0.06578018164634705  L adjust: ['1.004216', '1.000208']  time :  97.345787525177
Epoch :  52  Rel. Train L2 Loss :  0.038410257518291475  Rel. Test L2 Loss :  0.06662598872184754  L adjust: ['1.004127', '1.000175']  time :  97.01857352256775
Epoch :  53  Rel. Train L2 Loss :  0.03828263235092163  Rel. Test L2 Loss :  0.06618050837516784  L adjust: ['1.004235', '1.000331']  time :  97.23356485366821
Epoch :  54  Rel. Train L2 Loss :  0.03909979975223541  Rel. Test L2 Loss :  0.06505494403839111  L adjust: ['1.004079', '1.000098']  time :  97.37353992462158
Epoch :  55  Rel. Train L2 Loss :  0.03766683745384216  Rel. Test L2 Loss :  0.06564486384391785  L adjust: ['1.004156', '1.000346']  time :  97.02930998802185
Epoch :  56  Rel. Train L2 Loss :  0.03764545059204102  Rel. Test L2 Loss :  0.06513568425178527  L adjust: ['1.004177', '1.000383']  time :  97.07557153701782
Epoch :  57  Rel. Train L2 Loss :  0.03715320175886154  Rel. Test L2 Loss :  0.06471628761291504  L adjust: ['1.004302', '1.000251']  time :  97.39708971977234
Epoch :  58  Rel. Train L2 Loss :  0.036542513012886045  Rel. Test L2 Loss :  0.06464941310882569  L adjust: ['1.004137', '1.000547']  time :  97.35943269729614
Epoch :  59  Rel. Train L2 Loss :  0.03710029739141464  Rel. Test L2 Loss :  0.06383438491821289  L adjust: ['1.004190', '1.000163']  time :  97.23942565917969
Epoch :  60  Rel. Train L2 Loss :  0.037278265058994293  Rel. Test L2 Loss :  0.06470622563362122  L adjust: ['1.004152', '1.000169']  time :  97.36391568183899
Epoch :  61  Rel. Train L2 Loss :  0.03591370362043381  Rel. Test L2 Loss :  0.06438064169883728  L adjust: ['1.004233', '1.000201']  time :  97.48328638076782
Epoch :  62  Rel. Train L2 Loss :  0.035320058107376096  Rel. Test L2 Loss :  0.06389266562461852  L adjust: ['1.004182', '1.000326']  time :  97.16105341911316
Epoch :  63  Rel. Train L2 Loss :  0.03524573588371277  Rel. Test L2 Loss :  0.06348374247550964  L adjust: ['1.004286', '1.000169']  time :  97.22975659370422
Epoch :  64  Rel. Train L2 Loss :  0.035952334344387056  Rel. Test L2 Loss :  0.06329723930358887  L adjust: ['1.004218', '1.000332']  time :  97.55374693870544
Epoch :  65  Rel. Train L2 Loss :  0.03497363781929016  Rel. Test L2 Loss :  0.06330467963218689  L adjust: ['1.004137', '1.000148']  time :  97.03132033348083
Epoch :  66  Rel. Train L2 Loss :  0.03569888699054718  Rel. Test L2 Loss :  0.06266767501831055  L adjust: ['1.004236', '1.000329']  time :  97.17274785041809
Epoch :  67  Rel. Train L2 Loss :  0.03588381189107895  Rel. Test L2 Loss :  0.06301554918289184  L adjust: ['1.004152', '1.000156']  time :  97.29173302650452
Epoch :  68  Rel. Train L2 Loss :  0.03337947428226471  Rel. Test L2 Loss :  0.06461046576499939  L adjust: ['1.004157', '1.000261']  time :  97.34015727043152
Epoch :  69  Rel. Train L2 Loss :  0.03468505442142487  Rel. Test L2 Loss :  0.0629025719165802  L adjust: ['1.004169', '1.000379']  time :  97.05989456176758
Epoch :  70  Rel. Train L2 Loss :  0.035001360058784486  Rel. Test L2 Loss :  0.062079107284545895  L adjust: ['1.004200', '1.000209']  time :  97.35595417022705
Epoch :  71  Rel. Train L2 Loss :  0.03549745547771454  Rel. Test L2 Loss :  0.06298163866996766  L adjust: ['1.004253', '1.000262']  time :  97.48069429397583
Epoch :  72  Rel. Train L2 Loss :  0.034488663494586944  Rel. Test L2 Loss :  0.06211190223693848  L adjust: ['1.004297', '1.000179']  time :  97.3563642501831
Epoch :  73  Rel. Train L2 Loss :  0.03446471524238586  Rel. Test L2 Loss :  0.06137331485748291  L adjust: ['1.004180', '1.000288']  time :  97.2092034816742
Epoch :  74  Rel. Train L2 Loss :  0.03505576640367508  Rel. Test L2 Loss :  0.0631935465335846  L adjust: ['1.004297', '1.000150']  time :  97.3411614894867
Epoch :  75  Rel. Train L2 Loss :  0.03410745579004288  Rel. Test L2 Loss :  0.06272332692146301  L adjust: ['1.004324', '1.000223']  time :  97.41303491592407
Epoch :  76  Rel. Train L2 Loss :  0.03555694365501404  Rel. Test L2 Loss :  0.06139256405830383  L adjust: ['1.004248', '1.000367']  time :  97.20335292816162
Epoch :  77  Rel. Train L2 Loss :  0.03526532816886902  Rel. Test L2 Loss :  0.06450734543800354  L adjust: ['1.004205', '1.000132']  time :  99.20890784263611
Epoch :  78  Rel. Train L2 Loss :  0.03415728616714477  Rel. Test L2 Loss :  0.061975825309753416  L adjust: ['1.004220', '1.000214']  time :  97.47624683380127
Epoch :  79  Rel. Train L2 Loss :  0.03281742370128632  Rel. Test L2 Loss :  0.061048967599868775  L adjust: ['1.004137', '1.000270']  time :  97.56392407417297
Epoch :  80  Rel. Train L2 Loss :  0.03323085719347  Rel. Test L2 Loss :  0.059688410997390744  L adjust: ['1.004220', '1.000321']  time :  97.32073092460632
Epoch :  81  Rel. Train L2 Loss :  0.033228865027427675  Rel. Test L2 Loss :  0.06109326577186584  L adjust: ['1.004134', '1.000230']  time :  97.450510263443
Epoch :  82  Rel. Train L2 Loss :  0.03285779285430908  Rel. Test L2 Loss :  0.06256445074081421  L adjust: ['1.004000', '1.000183']  time :  97.43911957740784
Epoch :  83  Rel. Train L2 Loss :  0.03300667953491211  Rel. Test L2 Loss :  0.06297408843040467  L adjust: ['1.004121', '1.000259']  time :  97.22621250152588
Epoch :  84  Rel. Train L2 Loss :  0.0330200200676918  Rel. Test L2 Loss :  0.061466609239578245  L adjust: ['1.004168', '1.000361']  time :  97.38126683235168
Epoch :  85  Rel. Train L2 Loss :  0.03183505588769913  Rel. Test L2 Loss :  0.05947556757926941  L adjust: ['1.004090', '1.000187']  time :  97.50814461708069
Epoch :  86  Rel. Train L2 Loss :  0.03184880942106247  Rel. Test L2 Loss :  0.0614565007686615  L adjust: ['1.004258', '1.000358']  time :  97.27664399147034
Epoch :  87  Rel. Train L2 Loss :  0.03191884559392929  Rel. Test L2 Loss :  0.06124112391471863  L adjust: ['1.004387', '1.000374']  time :  97.3358325958252
Epoch :  88  Rel. Train L2 Loss :  0.03156522405147553  Rel. Test L2 Loss :  0.05924849808216095  L adjust: ['1.004255', '1.000294']  time :  97.3773946762085
Epoch :  89  Rel. Train L2 Loss :  0.03211133205890655  Rel. Test L2 Loss :  0.0606921546459198  L adjust: ['1.004074', '1.000163']  time :  97.24124932289124
Epoch :  90  Rel. Train L2 Loss :  0.03194119626283646  Rel. Test L2 Loss :  0.059990801572799686  L adjust: ['1.004216', '1.000274']  time :  97.00004696846008
Epoch :  91  Rel. Train L2 Loss :  0.03171037924289703  Rel. Test L2 Loss :  0.06041925859451294  L adjust: ['1.004348', '1.000274']  time :  97.25586271286011
Epoch :  92  Rel. Train L2 Loss :  0.03254998803138733  Rel. Test L2 Loss :  0.05962271773815155  L adjust: ['1.004305', '1.000110']  time :  97.29384589195251
Epoch :  93  Rel. Train L2 Loss :  0.030387834846973417  Rel. Test L2 Loss :  0.05910256576538086  L adjust: ['1.004121', '1.000240']  time :  97.02877473831177
Epoch :  94  Rel. Train L2 Loss :  0.03160664290189743  Rel. Test L2 Loss :  0.060402947306632995  L adjust: ['1.004139', '1.000290']  time :  97.21628761291504
Epoch :  95  Rel. Train L2 Loss :  0.03155321681499481  Rel. Test L2 Loss :  0.06038456106185913  L adjust: ['1.004198', '1.000254']  time :  97.4306948184967
Epoch :  96  Rel. Train L2 Loss :  0.03234335869550705  Rel. Test L2 Loss :  0.060404349088668825  L adjust: ['1.004093', '1.000181']  time :  97.105153799057
Epoch :  97  Rel. Train L2 Loss :  0.031345922470092775  Rel. Test L2 Loss :  0.05929767394065857  L adjust: ['1.004251', '1.000186']  time :  97.21864819526672
Epoch :  98  Rel. Train L2 Loss :  0.030016281843185423  Rel. Test L2 Loss :  0.058496539115905764  L adjust: ['1.004136', '1.000298']  time :  97.32033324241638
Epoch :  99  Rel. Train L2 Loss :  0.03055434900522232  Rel. Test L2 Loss :  0.06466338515281678  L adjust: ['1.004200', '1.000193']  time :  97.06727623939514
Epoch :  100  Rel. Train L2 Loss :  0.030169363141059877  Rel. Test L2 Loss :  0.05902751350402832  L adjust: ['1.004120', '1.000368']  time :  96.91869759559631
Epoch :  101  Rel. Train L2 Loss :  0.029729130923748015  Rel. Test L2 Loss :  0.059143375992774964  L adjust: ['1.004370', '1.000159']  time :  97.25613808631897
Epoch :  102  Rel. Train L2 Loss :  0.029176902353763582  Rel. Test L2 Loss :  0.0589663290977478  L adjust: ['1.004170', '1.000431']  time :  97.19670581817627
Epoch :  103  Rel. Train L2 Loss :  0.03049467557668686  Rel. Test L2 Loss :  0.06380402326583862  L adjust: ['1.004180', '1.000199']  time :  97.0556333065033
Epoch :  104  Rel. Train L2 Loss :  0.031230800628662108  Rel. Test L2 Loss :  0.06049248707294464  L adjust: ['1.003999', '1.000441']  time :  97.30370259284973
Epoch :  105  Rel. Train L2 Loss :  0.030063754975795744  Rel. Test L2 Loss :  0.057860570192337035  L adjust: ['1.004142', '1.000415']  time :  97.35364151000977
Epoch :  106  Rel. Train L2 Loss :  0.029796257257461548  Rel. Test L2 Loss :  0.05907828640937805  L adjust: ['1.004106', '1.000326']  time :  97.05863666534424
Epoch :  107  Rel. Train L2 Loss :  0.028145477533340454  Rel. Test L2 Loss :  0.05795711553096771  L adjust: ['1.004267', '1.000294']  time :  97.28383564949036
Epoch :  108  Rel. Train L2 Loss :  0.0291905620098114  Rel. Test L2 Loss :  0.05866461396217346  L adjust: ['1.004080', '0.999995']  time :  97.45594620704651
Epoch :  109  Rel. Train L2 Loss :  0.031031266748905183  Rel. Test L2 Loss :  0.06009954500198364  L adjust: ['1.004087', '1.000008']  time :  97.30927872657776
Epoch :  110  Rel. Train L2 Loss :  0.029543581545352936  Rel. Test L2 Loss :  0.05911365962028504  L adjust: ['1.004047', '1.000143']  time :  97.11416554450989
Epoch :  111  Rel. Train L2 Loss :  0.0297042498588562  Rel. Test L2 Loss :  0.05910581052303314  L adjust: ['1.004179', '1.000105']  time :  97.38156151771545
Epoch :  112  Rel. Train L2 Loss :  0.02900746238231659  Rel. Test L2 Loss :  0.05905030310153961  L adjust: ['1.004178', '1.000262']  time :  97.16169738769531
Epoch :  113  Rel. Train L2 Loss :  0.028063812375068664  Rel. Test L2 Loss :  0.05814252519607544  L adjust: ['1.004023', '1.000268']  time :  97.1998291015625
Epoch :  114  Rel. Train L2 Loss :  0.02910007816553116  Rel. Test L2 Loss :  0.05943477773666382  L adjust: ['1.004383', '1.000265']  time :  97.55309677124023
Epoch :  115  Rel. Train L2 Loss :  0.02761125949025154  Rel. Test L2 Loss :  0.058458137512207034  L adjust: ['1.004086', '1.000342']  time :  97.37897658348083
Epoch :  116  Rel. Train L2 Loss :  0.028258562743663788  Rel. Test L2 Loss :  0.05838559746742249  L adjust: ['1.003821', '1.000240']  time :  97.25109338760376
Epoch :  117  Rel. Train L2 Loss :  0.028433856666088105  Rel. Test L2 Loss :  0.05718822813034058  L adjust: ['1.004268', '1.000429']  time :  99.9977056980133
Epoch :  118  Rel. Train L2 Loss :  0.027453914374113084  Rel. Test L2 Loss :  0.05737319278717041  L adjust: ['1.004350', '1.000337']  time :  97.38255977630615
Epoch :  119  Rel. Train L2 Loss :  0.028091275095939637  Rel. Test L2 Loss :  0.05876815581321716  L adjust: ['1.003972', '1.000478']  time :  97.23398685455322
Epoch :  120  Rel. Train L2 Loss :  0.03124551558494568  Rel. Test L2 Loss :  0.057515886783599854  L adjust: ['1.004416', '1.000443']  time :  97.25115847587585
Epoch :  121  Rel. Train L2 Loss :  0.029125469177961348  Rel. Test L2 Loss :  0.05866020512580872  L adjust: ['1.004071', '1.000163']  time :  97.39983415603638
Epoch :  122  Rel. Train L2 Loss :  0.027770036339759826  Rel. Test L2 Loss :  0.058258888483047486  L adjust: ['1.004376', '1.000054']  time :  96.96164989471436
Epoch :  123  Rel. Train L2 Loss :  0.02705781412124634  Rel. Test L2 Loss :  0.05764362680912018  L adjust: ['1.004132', '1.000259']  time :  97.08364176750183
Epoch :  124  Rel. Train L2 Loss :  0.027952794134616852  Rel. Test L2 Loss :  0.058136974573135373  L adjust: ['1.004180', '1.000323']  time :  97.40437412261963
Epoch :  125  Rel. Train L2 Loss :  0.02679540851712227  Rel. Test L2 Loss :  0.056222588419914246  L adjust: ['1.004311', '1.000065']  time :  97.37313199043274
Epoch :  126  Rel. Train L2 Loss :  0.02686272069811821  Rel. Test L2 Loss :  0.05719796884059906  L adjust: ['1.003926', '1.000476']  time :  97.19795989990234
Epoch :  127  Rel. Train L2 Loss :  0.027881395399570467  Rel. Test L2 Loss :  0.05872805416584015  L adjust: ['1.004092', '1.000305']  time :  97.3459849357605
Epoch :  128  Rel. Train L2 Loss :  0.027519893258810043  Rel. Test L2 Loss :  0.058133768320083615  L adjust: ['1.004225', '1.000171']  time :  97.45326447486877
Epoch :  129  Rel. Train L2 Loss :  0.027977808833122255  Rel. Test L2 Loss :  0.05799717736244202  L adjust: ['1.004061', '1.000208']  time :  97.35337162017822
Epoch :  130  Rel. Train L2 Loss :  0.02722499418258667  Rel. Test L2 Loss :  0.057568927526474  L adjust: ['1.004269', '1.000268']  time :  97.18197298049927
Epoch :  131  Rel. Train L2 Loss :  0.027056787878274917  Rel. Test L2 Loss :  0.05759180164337158  L adjust: ['1.004129', '1.000100']  time :  97.28475999832153
Epoch :  132  Rel. Train L2 Loss :  0.02566969722509384  Rel. Test L2 Loss :  0.055502984642982485  L adjust: ['1.004210', '1.000273']  time :  97.2322084903717
Epoch :  133  Rel. Train L2 Loss :  0.026280591517686844  Rel. Test L2 Loss :  0.05700608658790588  L adjust: ['1.004201', '1.000170']  time :  96.97924757003784
Epoch :  134  Rel. Train L2 Loss :  0.025874188154935838  Rel. Test L2 Loss :  0.05720363903045654  L adjust: ['1.004272', '1.000109']  time :  97.22737693786621
Epoch :  135  Rel. Train L2 Loss :  0.025693073451519013  Rel. Test L2 Loss :  0.057146897673606874  L adjust: ['1.004231', '1.000372']  time :  97.50797748565674
Epoch :  136  Rel. Train L2 Loss :  0.02542672538757324  Rel. Test L2 Loss :  0.05738953924179077  L adjust: ['1.004219', '1.000337']  time :  97.19420719146729
Epoch :  137  Rel. Train L2 Loss :  0.026117300510406494  Rel. Test L2 Loss :  0.057436206936836244  L adjust: ['1.004489', '1.000062']  time :  97.08108305931091
Epoch :  138  Rel. Train L2 Loss :  0.02813823863863945  Rel. Test L2 Loss :  0.05710346639156341  L adjust: ['1.004259', '1.000303']  time :  97.3125364780426
Epoch :  139  Rel. Train L2 Loss :  0.025945647090673447  Rel. Test L2 Loss :  0.05702146852016449  L adjust: ['1.004081', '1.000064']  time :  97.46219301223755
Epoch :  140  Rel. Train L2 Loss :  0.024702351689338684  Rel. Test L2 Loss :  0.05611718475818634  L adjust: ['1.004119', '1.000506']  time :  97.04748630523682
Epoch :  141  Rel. Train L2 Loss :  0.02596511721611023  Rel. Test L2 Loss :  0.05697229409217835  L adjust: ['1.004200', '1.000309']  time :  97.13195729255676
Epoch :  142  Rel. Train L2 Loss :  0.02594252958893776  Rel. Test L2 Loss :  0.05596201050281525  L adjust: ['1.004141', '1.000256']  time :  97.37089705467224
Epoch :  143  Rel. Train L2 Loss :  0.02619266563653946  Rel. Test L2 Loss :  0.057828665375709534  L adjust: ['1.004159', '0.999909']  time :  97.39943933486938
Epoch :  144  Rel. Train L2 Loss :  0.025832678824663162  Rel. Test L2 Loss :  0.05765576267242432  L adjust: ['1.004186', '1.000249']  time :  97.21742367744446
Epoch :  145  Rel. Train L2 Loss :  0.0254815411567688  Rel. Test L2 Loss :  0.05739024484157562  L adjust: ['1.004176', '1.000204']  time :  97.26099872589111
Epoch :  146  Rel. Train L2 Loss :  0.02527079689502716  Rel. Test L2 Loss :  0.056186413168907164  L adjust: ['1.004157', '1.000378']  time :  97.39533257484436
Epoch :  147  Rel. Train L2 Loss :  0.02467153623700142  Rel. Test L2 Loss :  0.056810981273651126  L adjust: ['1.004204', '1.000421']  time :  97.27062177658081
Epoch :  148  Rel. Train L2 Loss :  0.025350606352090837  Rel. Test L2 Loss :  0.0570162273645401  L adjust: ['1.004132', '1.000107']  time :  97.05807113647461
Epoch :  149  Rel. Train L2 Loss :  0.024826708197593687  Rel. Test L2 Loss :  0.05656414234638214  L adjust: ['1.004308', '0.999887']  time :  97.26791501045227
Epoch :  150  Rel. Train L2 Loss :  0.02476781851053238  Rel. Test L2 Loss :  0.057214357137680055  L adjust: ['1.004152', '1.000305']  time :  97.31739902496338
Epoch :  151  Rel. Train L2 Loss :  0.024742456257343292  Rel. Test L2 Loss :  0.05726459765434265  L adjust: ['1.004110', '1.000139']  time :  97.00416374206543
Epoch :  152  Rel. Train L2 Loss :  0.024784569442272187  Rel. Test L2 Loss :  0.05723300480842591  L adjust: ['1.004215', '1.000311']  time :  97.14982748031616
Epoch :  153  Rel. Train L2 Loss :  0.023567188441753387  Rel. Test L2 Loss :  0.05636050379276276  L adjust: ['1.004152', '1.000444']  time :  97.37551236152649
Epoch :  154  Rel. Train L2 Loss :  0.02468157809972763  Rel. Test L2 Loss :  0.0572128643989563  L adjust: ['1.004014', '1.000081']  time :  97.15734314918518
Epoch :  155  Rel. Train L2 Loss :  0.024343535274267195  Rel. Test L2 Loss :  0.06072051918506622  L adjust: ['1.004272', '1.000295']  time :  96.91821074485779
Epoch :  156  Rel. Train L2 Loss :  0.02402075156569481  Rel. Test L2 Loss :  0.05622632730007172  L adjust: ['1.004179', '1.000154']  time :  97.26185059547424
Epoch :  157  Rel. Train L2 Loss :  0.023312124401330948  Rel. Test L2 Loss :  0.055814271926879884  L adjust: ['1.004269', '1.000246']  time :  101.07040596008301
Epoch :  158  Rel. Train L2 Loss :  0.02376482954621315  Rel. Test L2 Loss :  0.0565003182888031  L adjust: ['1.004330', '1.000335']  time :  96.89158916473389
Epoch :  159  Rel. Train L2 Loss :  0.023394694566726684  Rel. Test L2 Loss :  0.05680557429790497  L adjust: ['1.004269', '1.000099']  time :  97.38273882865906
Epoch :  160  Rel. Train L2 Loss :  0.024578950762748717  Rel. Test L2 Loss :  0.056234363555908204  L adjust: ['1.004306', '1.000321']  time :  97.27550506591797
Epoch :  161  Rel. Train L2 Loss :  0.023543721646070482  Rel. Test L2 Loss :  0.05658866989612579  L adjust: ['1.004228', '1.000257']  time :  97.13195204734802
Epoch :  162  Rel. Train L2 Loss :  0.02352703610062599  Rel. Test L2 Loss :  0.05615984201431275  L adjust: ['1.004319', '1.000155']  time :  97.2340087890625
Epoch :  163  Rel. Train L2 Loss :  0.023328908264636992  Rel. Test L2 Loss :  0.05683205091953278  L adjust: ['1.004127', '1.000280']  time :  97.39562916755676
Epoch :  164  Rel. Train L2 Loss :  0.023743431001901627  Rel. Test L2 Loss :  0.05800768542289734  L adjust: ['1.004121', '1.000319']  time :  97.09679651260376
