equalweight; learn L
Casting to tensor
torch.Size([1000, 35986, 2])
torch.Size([1000, 35986])
Epoch :  16  Rel. Train L2 Loss :  0.044072933673858644  Rel. Test L2 Loss :  0.058039186239242556  L adjust: ['0.999456', '0.999886']  time :  97.38667726516724
Epoch :  17  Rel. Train L2 Loss :  0.04349799519777298  Rel. Test L2 Loss :  0.058762608766555785  L adjust: ['0.999639', '0.999699']  time :  97.64846730232239
Epoch :  18  Rel. Train L2 Loss :  0.04273897045850754  Rel. Test L2 Loss :  0.05887564992904663  L adjust: ['0.999303', '1.000209']  time :  97.57249140739441
Epoch :  19  Rel. Train L2 Loss :  0.04461338168382645  Rel. Test L2 Loss :  0.058937544345855714  L adjust: ['0.999627', '0.999813']  time :  97.53085350990295
Epoch :  20  Rel. Train L2 Loss :  0.04310482197999954  Rel. Test L2 Loss :  0.06138023400306702  L adjust: ['0.999398', '0.999557']  time :  97.7266697883606
Epoch :  21  Rel. Train L2 Loss :  0.04162682998180389  Rel. Test L2 Loss :  0.05973806691169739  L adjust: ['0.999469', '0.999895']  time :  97.74429154396057
Epoch :  22  Rel. Train L2 Loss :  0.04198378485441208  Rel. Test L2 Loss :  0.05941489899158478  L adjust: ['0.998876', '0.999694']  time :  97.54780077934265
Epoch :  23  Rel. Train L2 Loss :  0.041665465712547305  Rel. Test L2 Loss :  0.06013893294334412  L adjust: ['0.999655', '0.999709']  time :  97.87432408332825
Epoch :  24  Rel. Train L2 Loss :  0.04089211738109589  Rel. Test L2 Loss :  0.060903420209884644  L adjust: ['0.998943', '0.999352']  time :  97.94777131080627
Epoch :  25  Rel. Train L2 Loss :  0.040531630754470825  Rel. Test L2 Loss :  0.058264906287193295  L adjust: ['0.999241', '1.000086']  time :  97.71287965774536
Epoch :  26  Rel. Train L2 Loss :  0.03831436765193939  Rel. Test L2 Loss :  0.05916434586048126  L adjust: ['0.999608', '0.999858']  time :  97.72746348381042
Epoch :  27  Rel. Train L2 Loss :  0.03977267152070999  Rel. Test L2 Loss :  0.058411813259124756  L adjust: ['0.999188', '0.999389']  time :  98.04292368888855
Epoch :  28  Rel. Train L2 Loss :  0.038151362776756285  Rel. Test L2 Loss :  0.057700530529022215  L adjust: ['0.999030', '0.999507']  time :  97.67256116867065
Epoch :  29  Rel. Train L2 Loss :  0.03706189614534378  Rel. Test L2 Loss :  0.057459050297737124  L adjust: ['0.999040', '1.000101']  time :  97.8054711818695
Epoch :  30  Rel. Train L2 Loss :  0.03864509743452072  Rel. Test L2 Loss :  0.0609374463558197  L adjust: ['0.999497', '0.999516']  time :  97.92671942710876
Epoch :  31  Rel. Train L2 Loss :  0.03998727405071258  Rel. Test L2 Loss :  0.06121559810638428  L adjust: ['0.999573', '1.000341']  time :  97.60692834854126
Epoch :  32  Rel. Train L2 Loss :  0.036989972651004795  Rel. Test L2 Loss :  0.058251349329948424  L adjust: ['0.999089', '0.998693']  time :  97.7830970287323
Epoch :  33  Rel. Train L2 Loss :  0.04051998829841614  Rel. Test L2 Loss :  0.061905171394348146  L adjust: ['0.999325', '0.999185']  time :  97.88360834121704
Epoch :  34  Rel. Train L2 Loss :  0.03746965569257736  Rel. Test L2 Loss :  0.05585379552841187  L adjust: ['0.999569', '1.000062']  time :  97.68565893173218
Epoch :  35  Rel. Train L2 Loss :  0.03643538397550583  Rel. Test L2 Loss :  0.05681960129737854  L adjust: ['0.999309', '0.999886']  time :  97.77304077148438
Epoch :  36  Rel. Train L2 Loss :  0.03749840480089188  Rel. Test L2 Loss :  0.058796477913856504  L adjust: ['0.999520', '0.999770']  time :  98.01796627044678
Epoch :  37  Rel. Train L2 Loss :  0.038138576924800875  Rel. Test L2 Loss :  0.05861536502838135  L adjust: ['0.999476', '0.999060']  time :  97.94440841674805
Epoch :  38  Rel. Train L2 Loss :  0.036965411961078644  Rel. Test L2 Loss :  0.059531957030296324  L adjust: ['0.999414', '0.999672']  time :  97.66744470596313
Epoch :  39  Rel. Train L2 Loss :  0.03660452538728714  Rel. Test L2 Loss :  0.05823667860031128  L adjust: ['0.999265', '0.999687']  time :  97.92869448661804
Epoch :  40  Rel. Train L2 Loss :  0.03675995963811875  Rel. Test L2 Loss :  0.0606351329088211  L adjust: ['0.999526', '1.000190']  time :  97.82380938529968
Epoch :  41  Rel. Train L2 Loss :  0.03597440260648727  Rel. Test L2 Loss :  0.05774536299705505  L adjust: ['0.999346', '0.999337']  time :  97.6787462234497
Epoch :  42  Rel. Train L2 Loss :  0.035031924724578854  Rel. Test L2 Loss :  0.05746758484840393  L adjust: ['0.999334', '0.999808']  time :  97.734445810318
Epoch :  43  Rel. Train L2 Loss :  0.03617934399843216  Rel. Test L2 Loss :  0.06352606964111328  L adjust: ['0.999227', '0.998912']  time :  97.93839383125305
Epoch :  44  Rel. Train L2 Loss :  0.03505756372213364  Rel. Test L2 Loss :  0.05949648129940033  L adjust: ['0.999370', '1.000505']  time :  97.7083420753479
Epoch :  45  Rel. Train L2 Loss :  0.0354720870256424  Rel. Test L2 Loss :  0.05861666452884674  L adjust: ['0.999355', '1.000182']  time :  97.65277290344238
Epoch :  46  Rel. Train L2 Loss :  0.035982729613780975  Rel. Test L2 Loss :  0.05966037631034851  L adjust: ['0.999519', '0.999869']  time :  97.90626907348633
Epoch :  47  Rel. Train L2 Loss :  0.034450795650482174  Rel. Test L2 Loss :  0.060769962668418886  L adjust: ['0.999668', '0.999635']  time :  97.72301530838013
Epoch :  48  Rel. Train L2 Loss :  0.03482884269952774  Rel. Test L2 Loss :  0.059327252149581906  L adjust: ['0.999410', '0.999440']  time :  97.51590919494629
Epoch :  49  Rel. Train L2 Loss :  0.0332415474653244  Rel. Test L2 Loss :  0.058468642473220825  L adjust: ['0.999376', '0.999592']  time :  97.79397487640381
Epoch :  50  Rel. Train L2 Loss :  0.03395335841178894  Rel. Test L2 Loss :  0.05905755436420441  L adjust: ['0.999295', '0.999297']  time :  97.7422924041748
Epoch :  51  Rel. Train L2 Loss :  0.03454720908403396  Rel. Test L2 Loss :  0.059406099319458006  L adjust: ['0.999131', '0.999211']  time :  97.55835604667664
Epoch :  52  Rel. Train L2 Loss :  0.03448583227396011  Rel. Test L2 Loss :  0.060822986721992496  L adjust: ['0.999048', '0.999867']  time :  97.84979677200317
Epoch :  53  Rel. Train L2 Loss :  0.03588572698831558  Rel. Test L2 Loss :  0.06154386997222901  L adjust: ['0.999220', '1.000000']  time :  97.87894940376282
Epoch :  54  Rel. Train L2 Loss :  0.03476524186134338  Rel. Test L2 Loss :  0.05979021298885345  L adjust: ['0.999168', '0.999981']  time :  97.62494397163391
Epoch :  55  Rel. Train L2 Loss :  0.03507454293966293  Rel. Test L2 Loss :  0.06050583553314209  L adjust: ['0.999315', '0.999534']  time :  97.75988411903381
Epoch :  56  Rel. Train L2 Loss :  0.034788095474243164  Rel. Test L2 Loss :  0.06100546729564667  L adjust: ['0.999072', '1.000072']  time :  97.82600998878479
Epoch :  57  Rel. Train L2 Loss :  0.034041546761989595  Rel. Test L2 Loss :  0.06253782057762146  L adjust: ['0.999093', '0.999525']  time :  97.54585480690002
Epoch :  58  Rel. Train L2 Loss :  0.03494690442085266  Rel. Test L2 Loss :  0.060873192071914675  L adjust: ['0.999701', '0.999984']  time :  97.70795512199402
Epoch :  59  Rel. Train L2 Loss :  0.035743647515773774  Rel. Test L2 Loss :  0.06220964872837067  L adjust: ['0.999451', '0.999517']  time :  97.79184007644653
Epoch :  60  Rel. Train L2 Loss :  0.0336752747297287  Rel. Test L2 Loss :  0.061149089694023134  L adjust: ['0.999412', '0.999685']  time :  97.57459425926208
Epoch :  61  Rel. Train L2 Loss :  0.0324340096116066  Rel. Test L2 Loss :  0.06090608060359955  L adjust: ['0.999293', '0.999333']  time :  97.65849375724792
Epoch :  62  Rel. Train L2 Loss :  0.03307538956403732  Rel. Test L2 Loss :  0.06139404809474945  L adjust: ['0.999362', '0.999572']  time :  97.85133004188538
Epoch :  63  Rel. Train L2 Loss :  0.033520581185817716  Rel. Test L2 Loss :  0.06122954833507538  L adjust: ['0.999402', '0.999450']  time :  97.61404156684875
Epoch :  64  Rel. Train L2 Loss :  0.03456266415119171  Rel. Test L2 Loss :  0.06067874622344971  L adjust: ['0.998977', '0.999595']  time :  97.73465514183044
Epoch :  65  Rel. Train L2 Loss :  0.03256092888116836  Rel. Test L2 Loss :  0.06403958892822266  L adjust: ['0.999478', '0.999393']  time :  97.75149488449097
Epoch :  66  Rel. Train L2 Loss :  0.03309081643819809  Rel. Test L2 Loss :  0.060996547102928164  L adjust: ['0.999604', '0.999846']  time :  97.55454134941101
Epoch :  67  Rel. Train L2 Loss :  0.03235202592611313  Rel. Test L2 Loss :  0.06106670892238617  L adjust: ['0.999802', '0.999648']  time :  97.67988967895508
Epoch :  68  Rel. Train L2 Loss :  0.03302143543958664  Rel. Test L2 Loss :  0.06166194546222687  L adjust: ['0.999405', '0.999793']  time :  97.88557386398315
Epoch :  69  Rel. Train L2 Loss :  0.03273605972528457  Rel. Test L2 Loss :  0.060966415524482724  L adjust: ['0.999256', '0.999697']  time :  97.71876120567322
Epoch :  70  Rel. Train L2 Loss :  0.03330686247348785  Rel. Test L2 Loss :  0.0625799640417099  L adjust: ['0.999509', '1.000210']  time :  97.64095830917358
Epoch :  71  Rel. Train L2 Loss :  0.03362402224540711  Rel. Test L2 Loss :  0.06131722724437714  L adjust: ['0.999184', '0.999599']  time :  97.89735651016235
Epoch :  72  Rel. Train L2 Loss :  0.03211106503009796  Rel. Test L2 Loss :  0.06274459040164948  L adjust: ['0.999319', '0.999920']  time :  97.79685378074646
Epoch :  73  Rel. Train L2 Loss :  0.032890982031822204  Rel. Test L2 Loss :  0.06261652207374573  L adjust: ['0.999045', '0.999288']  time :  97.68285298347473
Epoch :  74  Rel. Train L2 Loss :  0.032247129917144776  Rel. Test L2 Loss :  0.062276468515396116  L adjust: ['0.999464', '0.999619']  time :  97.83642411231995
Epoch :  75  Rel. Train L2 Loss :  0.032218738555908205  Rel. Test L2 Loss :  0.06262266600131988  L adjust: ['0.999382', '0.999032']  time :  97.8092405796051
Epoch :  76  Rel. Train L2 Loss :  0.03146065217256546  Rel. Test L2 Loss :  0.06417466759681702  L adjust: ['0.999025', '0.999847']  time :  97.62224817276001
Epoch :  77  Rel. Train L2 Loss :  0.031791993975639345  Rel. Test L2 Loss :  0.06009757506847382  L adjust: ['0.999604', '0.999914']  time :  97.75024175643921
Epoch :  78  Rel. Train L2 Loss :  0.031117411613464357  Rel. Test L2 Loss :  0.06219347631931305  L adjust: ['0.999144', '0.999819']  time :  98.05619406700134
Epoch :  79  Rel. Train L2 Loss :  0.03202330332994461  Rel. Test L2 Loss :  0.0647090368270874  L adjust: ['0.999550', '0.999963']  time :  97.68378806114197
Epoch :  80  Rel. Train L2 Loss :  0.03235444003343582  Rel. Test L2 Loss :  0.061881925463676456  L adjust: ['0.999130', '1.000177']  time :  97.58857846260071
Epoch :  81  Rel. Train L2 Loss :  0.03156377631425857  Rel. Test L2 Loss :  0.06152625930309295  L adjust: ['0.999397', '0.999194']  time :  97.98665595054626
Epoch :  82  Rel. Train L2 Loss :  0.03145642828941345  Rel. Test L2 Loss :  0.061687707543373105  L adjust: ['0.999329', '1.000201']  time :  97.8787670135498
Epoch :  83  Rel. Train L2 Loss :  0.030560559153556825  Rel. Test L2 Loss :  0.06161298322677612  L adjust: ['0.999168', '0.999813']  time :  97.902512550354
Epoch :  84  Rel. Train L2 Loss :  0.030059696555137634  Rel. Test L2 Loss :  0.061960972785949704  L adjust: ['0.999254', '0.999515']  time :  97.90762710571289
Epoch :  85  Rel. Train L2 Loss :  0.029693663358688355  Rel. Test L2 Loss :  0.06310870122909545  L adjust: ['0.999442', '0.999508']  time :  97.84579920768738
Epoch :  86  Rel. Train L2 Loss :  0.031217687487602234  Rel. Test L2 Loss :  0.06108357059955597  L adjust: ['0.999328', '0.999651']  time :  97.94767260551453
Epoch :  87  Rel. Train L2 Loss :  0.02964182275533676  Rel. Test L2 Loss :  0.06260495007038117  L adjust: ['0.999429', '0.999636']  time :  97.88773226737976
Epoch :  88  Rel. Train L2 Loss :  0.03019252932071686  Rel. Test L2 Loss :  0.06253479492664338  L adjust: ['0.999190', '0.999628']  time :  97.80374670028687
Epoch :  89  Rel. Train L2 Loss :  0.029943668961524963  Rel. Test L2 Loss :  0.06270338523387908  L adjust: ['0.999507', '1.000116']  time :  97.9667718410492
Epoch :  90  Rel. Train L2 Loss :  0.029052893936634065  Rel. Test L2 Loss :  0.06327317023277283  L adjust: ['0.999764', '0.999782']  time :  97.86589407920837
Epoch :  91  Rel. Train L2 Loss :  0.029064153999090195  Rel. Test L2 Loss :  0.0638311241865158  L adjust: ['0.999430', '0.999708']  time :  97.8812563419342
Epoch :  92  Rel. Train L2 Loss :  0.02886714679002762  Rel. Test L2 Loss :  0.06224621522426605  L adjust: ['0.999200', '0.999539']  time :  97.86555552482605
Epoch :  93  Rel. Train L2 Loss :  0.030054187059402465  Rel. Test L2 Loss :  0.06583284294605254  L adjust: ['0.999542', '0.999732']  time :  97.85157752037048
Epoch :  94  Rel. Train L2 Loss :  0.028106812596321105  Rel. Test L2 Loss :  0.06339238154888154  L adjust: ['0.999503', '0.999379']  time :  97.88358402252197
Epoch :  95  Rel. Train L2 Loss :  0.028614198505878447  Rel. Test L2 Loss :  0.06396318745613098  L adjust: ['0.999459', '0.999187']  time :  97.8877170085907
Epoch :  96  Rel. Train L2 Loss :  0.028810382395982742  Rel. Test L2 Loss :  0.0634956614971161  L adjust: ['0.999863', '0.999925']  time :  97.79359412193298
Epoch :  97  Rel. Train L2 Loss :  0.028736798405647277  Rel. Test L2 Loss :  0.06470935332775116  L adjust: ['0.999392', '0.999795']  time :  97.93839001655579
Epoch :  98  Rel. Train L2 Loss :  0.029279479920864104  Rel. Test L2 Loss :  0.06294885659217835  L adjust: ['0.999471', '0.999614']  time :  97.95764923095703
Epoch :  99  Rel. Train L2 Loss :  0.028163254231214522  Rel. Test L2 Loss :  0.06286525523662567  L adjust: ['0.999820', '0.999968']  time :  97.24489998817444
Epoch :  100  Rel. Train L2 Loss :  0.027900246292352677  Rel. Test L2 Loss :  0.06327436101436615  L adjust: ['0.999505', '0.999828']  time :  97.8052282333374
Epoch :  101  Rel. Train L2 Loss :  0.027870570987462998  Rel. Test L2 Loss :  0.06246263885498047  L adjust: ['0.998892', '0.999675']  time :  97.67701435089111
Epoch :  102  Rel. Train L2 Loss :  0.027577498018741608  Rel. Test L2 Loss :  0.06284320569038392  L adjust: ['0.999168', '1.000002']  time :  97.47268438339233
Epoch :  103  Rel. Train L2 Loss :  0.028064912766218187  Rel. Test L2 Loss :  0.06326186084747315  L adjust: ['0.999071', '0.999206']  time :  97.84444284439087
Epoch :  104  Rel. Train L2 Loss :  0.0282649102807045  Rel. Test L2 Loss :  0.062108900547027585  L adjust: ['0.999232', '1.000054']  time :  97.70268940925598
Epoch :  105  Rel. Train L2 Loss :  0.02620314770936966  Rel. Test L2 Loss :  0.06230975818634033  L adjust: ['0.999467', '0.999393']  time :  97.57702016830444
Epoch :  106  Rel. Train L2 Loss :  0.026547009706497194  Rel. Test L2 Loss :  0.0633882496356964  L adjust: ['0.999482', '0.999928']  time :  97.76718020439148
Epoch :  107  Rel. Train L2 Loss :  0.0273097226023674  Rel. Test L2 Loss :  0.06317019760608673  L adjust: ['0.999335', '0.999654']  time :  97.87440752983093
Epoch :  108  Rel. Train L2 Loss :  0.02638198059797287  Rel. Test L2 Loss :  0.062387493371963504  L adjust: ['0.999543', '0.999854']  time :  97.57486152648926
Epoch :  109  Rel. Train L2 Loss :  0.027491077333688736  Rel. Test L2 Loss :  0.06405145001411439  L adjust: ['0.999322', '0.999818']  time :  97.89399600028992
Epoch :  110  Rel. Train L2 Loss :  0.026338917344808577  Rel. Test L2 Loss :  0.06332295870780945  L adjust: ['0.999640', '0.999906']  time :  97.78140568733215
Epoch :  111  Rel. Train L2 Loss :  0.025479156613349915  Rel. Test L2 Loss :  0.06379297637939453  L adjust: ['0.999455', '0.999804']  time :  97.58410263061523
Epoch :  112  Rel. Train L2 Loss :  0.026924823850393294  Rel. Test L2 Loss :  0.06383325338363648  L adjust: ['0.999370', '0.999469']  time :  97.81655740737915
Epoch :  113  Rel. Train L2 Loss :  0.025552809447050094  Rel. Test L2 Loss :  0.06386243891716004  L adjust: ['0.999037', '0.999381']  time :  97.90540480613708
Epoch :  114  Rel. Train L2 Loss :  0.025804295212030412  Rel. Test L2 Loss :  0.06234255826473236  L adjust: ['0.999483', '1.000179']  time :  97.59178423881531
Epoch :  115  Rel. Train L2 Loss :  0.025837885409593583  Rel. Test L2 Loss :  0.06382187151908875  L adjust: ['0.999004', '0.999964']  time :  97.81277871131897
Epoch :  116  Rel. Train L2 Loss :  0.02711857694387436  Rel. Test L2 Loss :  0.06321544337272644  L adjust: ['0.999683', '0.999453']  time :  98.29870223999023
Epoch :  117  Rel. Train L2 Loss :  0.024856513410806656  Rel. Test L2 Loss :  0.06413335990905762  L adjust: ['0.999398', '0.999845']  time :  97.41573190689087
Epoch :  118  Rel. Train L2 Loss :  0.02590316441655159  Rel. Test L2 Loss :  0.06419777059555054  L adjust: ['0.999503', '0.999801']  time :  97.89843940734863
Epoch :  119  Rel. Train L2 Loss :  0.025383608877658843  Rel. Test L2 Loss :  0.06365501928329467  L adjust: ['0.999507', '0.999648']  time :  98.34510946273804
Epoch :  120  Rel. Train L2 Loss :  0.02494038501381874  Rel. Test L2 Loss :  0.06477952790260315  L adjust: ['0.999658', '1.000020']  time :  97.31331777572632
Epoch :  121  Rel. Train L2 Loss :  0.025303227990865707  Rel. Test L2 Loss :  0.06338548231124878  L adjust: ['0.999329', '0.999181']  time :  97.9504017829895
Epoch :  122  Rel. Train L2 Loss :  0.025569876343011857  Rel. Test L2 Loss :  0.06427996635437011  L adjust: ['0.999423', '0.999891']  time :  98.10944700241089
Epoch :  123  Rel. Train L2 Loss :  0.025195659250020982  Rel. Test L2 Loss :  0.06528714978694916  L adjust: ['0.999547', '0.999519']  time :  97.80150580406189
Epoch :  124  Rel. Train L2 Loss :  0.02551956021785736  Rel. Test L2 Loss :  0.06596304297447204  L adjust: ['0.999312', '1.000257']  time :  97.68342995643616
Epoch :  125  Rel. Train L2 Loss :  0.025745821803808213  Rel. Test L2 Loss :  0.06412606739997864  L adjust: ['0.999103', '0.999756']  time :  98.22937512397766
Epoch :  126  Rel. Train L2 Loss :  0.023881430625915526  Rel. Test L2 Loss :  0.06440137505531311  L adjust: ['0.999368', '0.999762']  time :  97.92470979690552
Epoch :  127  Rel. Train L2 Loss :  0.024548278003931046  Rel. Test L2 Loss :  0.0647647943496704  L adjust: ['0.999165', '0.999997']  time :  97.56823253631592
Epoch :  128  Rel. Train L2 Loss :  0.025405847251415252  Rel. Test L2 Loss :  0.06401988315582276  L adjust: ['0.998816', '0.999338']  time :  98.06341862678528
Epoch :  129  Rel. Train L2 Loss :  0.02555349278450012  Rel. Test L2 Loss :  0.06464436483383179  L adjust: ['0.999383', '1.000054']  time :  98.2658519744873
Epoch :  130  Rel. Train L2 Loss :  0.024412034779787064  Rel. Test L2 Loss :  0.06467374038696289  L adjust: ['0.999302', '1.000075']  time :  98.0490894317627
Epoch :  131  Rel. Train L2 Loss :  0.02345708617568016  Rel. Test L2 Loss :  0.06429304027557373  L adjust: ['0.999516', '1.000001']  time :  97.94673371315002
Epoch :  132  Rel. Train L2 Loss :  0.02446603909134865  Rel. Test L2 Loss :  0.06592306518554687  L adjust: ['0.999206', '1.000480']  time :  98.16703629493713
Epoch :  133  Rel. Train L2 Loss :  0.023763126969337463  Rel. Test L2 Loss :  0.06435733556747436  L adjust: ['0.999590', '0.999255']  time :  98.36145663261414
Epoch :  134  Rel. Train L2 Loss :  0.0241552939414978  Rel. Test L2 Loss :  0.06361853516101837  L adjust: ['0.999310', '0.999408']  time :  98.00049829483032
Epoch :  135  Rel. Train L2 Loss :  0.023718885838985442  Rel. Test L2 Loss :  0.06434334421157836  L adjust: ['0.999230', '1.000030']  time :  97.7902979850769
Epoch :  136  Rel. Train L2 Loss :  0.023852888375520707  Rel. Test L2 Loss :  0.06523946905136109  L adjust: ['0.999227', '0.999276']  time :  98.15404272079468
Epoch :  137  Rel. Train L2 Loss :  0.023805203825235367  Rel. Test L2 Loss :  0.0657661075592041  L adjust: ['0.999570', '0.999465']  time :  98.14802312850952
Epoch :  138  Rel. Train L2 Loss :  0.023249811619520187  Rel. Test L2 Loss :  0.06438516283035278  L adjust: ['0.999478', '0.999404']  time :  97.72677230834961
Epoch :  139  Rel. Train L2 Loss :  0.023267683655023574  Rel. Test L2 Loss :  0.06427963018417358  L adjust: ['0.999234', '0.999972']  time :  97.98715448379517
Epoch :  140  Rel. Train L2 Loss :  0.02249971777200699  Rel. Test L2 Loss :  0.06549798607826234  L adjust: ['0.999481', '0.999625']  time :  98.28944611549377
Epoch :  141  Rel. Train L2 Loss :  0.023086142152547836  Rel. Test L2 Loss :  0.06396676588058471  L adjust: ['0.999142', '0.999887']  time :  97.860435962677
Epoch :  142  Rel. Train L2 Loss :  0.02279524356126785  Rel. Test L2 Loss :  0.06551765656471252  L adjust: ['0.999360', '0.999738']  time :  97.92538213729858
Epoch :  143  Rel. Train L2 Loss :  0.023238181233406065  Rel. Test L2 Loss :  0.06521239376068115  L adjust: ['0.999287', '0.999740']  time :  98.22838377952576
Epoch :  144  Rel. Train L2 Loss :  0.02275520032644272  Rel. Test L2 Loss :  0.0654190227985382  L adjust: ['0.999534', '0.999918']  time :  98.1550681591034
Epoch :  145  Rel. Train L2 Loss :  0.022700267881155013  Rel. Test L2 Loss :  0.06496796822547912  L adjust: ['0.999159', '0.999268']  time :  97.45493769645691
Epoch :  146  Rel. Train L2 Loss :  0.022421814769506453  Rel. Test L2 Loss :  0.06421482574939728  L adjust: ['0.999360', '0.999487']  time :  98.07083082199097
Epoch :  147  Rel. Train L2 Loss :  0.022565478891134264  Rel. Test L2 Loss :  0.06502672839164735  L adjust: ['0.999447', '0.999758']  time :  98.27016234397888
Epoch :  148  Rel. Train L2 Loss :  0.021838483810424806  Rel. Test L2 Loss :  0.06413654386997222  L adjust: ['0.999248', '0.999765']  time :  97.72355604171753
Epoch :  149  Rel. Train L2 Loss :  0.02228689569234848  Rel. Test L2 Loss :  0.06418626952171326  L adjust: ['0.999390', '0.999715']  time :  97.95453000068665
Epoch :  150  Rel. Train L2 Loss :  0.0224062976539135  Rel. Test L2 Loss :  0.06437159264087677  L adjust: ['0.999069', '0.999737']  time :  98.27009177207947
Epoch :  151  Rel. Train L2 Loss :  0.02228859832882881  Rel. Test L2 Loss :  0.06601390242576599  L adjust: ['0.999312', '0.999514']  time :  97.94773745536804
Epoch :  152  Rel. Train L2 Loss :  0.022826113790273668  Rel. Test L2 Loss :  0.0653074598312378  L adjust: ['0.999480', '0.999537']  time :  97.50040435791016
Epoch :  153  Rel. Train L2 Loss :  0.02226059705018997  Rel. Test L2 Loss :  0.0663280553817749  L adjust: ['0.999355', '0.999644']  time :  98.22715902328491
Epoch :  154  Rel. Train L2 Loss :  0.022342033445835113  Rel. Test L2 Loss :  0.0674755027294159  L adjust: ['0.999748', '0.999293']  time :  98.18022441864014
Epoch :  155  Rel. Train L2 Loss :  0.023359597831964493  Rel. Test L2 Loss :  0.06483764803409577  L adjust: ['0.999245', '0.999803']  time :  97.50014114379883
Epoch :  156  Rel. Train L2 Loss :  0.02182599851489067  Rel. Test L2 Loss :  0.06535978865623474  L adjust: ['0.999174', '0.999607']  time :  98.2524185180664
Epoch :  157  Rel. Train L2 Loss :  0.02204146194458008  Rel. Test L2 Loss :  0.06511153388023376  L adjust: ['0.999397', '0.999206']  time :  98.39153838157654
Epoch :  158  Rel. Train L2 Loss :  0.0212283935546875  Rel. Test L2 Loss :  0.06469197225570679  L adjust: ['0.999328', '0.999713']  time :  98.03303742408752
Epoch :  159  Rel. Train L2 Loss :  0.021684048920869826  Rel. Test L2 Loss :  0.06645191144943237  L adjust: ['0.999483', '0.999876']  time :  98.06139659881592
Epoch :  160  Rel. Train L2 Loss :  0.022270433753728867  Rel. Test L2 Loss :  0.06644701409339905  L adjust: ['0.999540', '0.999933']  time :  98.38647747039795
Epoch :  161  Rel. Train L2 Loss :  0.02171576163172722  Rel. Test L2 Loss :  0.06626791548728943  L adjust: ['0.999411', '1.000111']  time :  98.29880809783936
Epoch :  162  Rel. Train L2 Loss :  0.02168999344110489  Rel. Test L2 Loss :  0.06616321396827697  L adjust: ['0.999830', '0.999808']  time :  97.87328147888184
Epoch :  163  Rel. Train L2 Loss :  0.0210950103700161  Rel. Test L2 Loss :  0.06460439121723174  L adjust: ['0.999215', '0.999845']  time :  98.22080779075623
Epoch :  164  Rel. Train L2 Loss :  0.02126100054383278  Rel. Test L2 Loss :  0.06691735649108886  L adjust: ['0.999199', '0.999812']  time :  98.31385707855225
