data_in.shape: (2490, 221, 51, 2)
data_out.shape (2490, 221, 51)
(2490, 221, 51, 2) (2490, 221, 51, 2) (2490, 221, 51, 1)
x_train.shape:  (1000, 11271, 6)
y_train.shape:  (1000, 11271, 1)
initial L=[4.0, 4.0],should_learn_L=False,rank=16
In GeoFNO_train, ndim =  2
Epoch :  35  Rel. Train L2 Loss :  0.019567866116762162  Rel. Test L2 Loss :  0.018804242610931398  Test L2 Loss :  0.015543351173400879  Time :  9.90401005744934  L:  [4.0, 4.0]
Epoch :  36  Rel. Train L2 Loss :  0.01797485888004303  Rel. Test L2 Loss :  0.017134193181991577  Test L2 Loss :  0.014155623614788055  Time :  9.917547225952148  L:  [4.0, 4.0]
Epoch :  37  Rel. Train L2 Loss :  0.018207450419664383  Rel. Test L2 Loss :  0.020317712277173997  Test L2 Loss :  0.01678653582930565  Time :  9.942030906677246  L:  [4.0, 4.0]
Epoch :  38  Rel. Train L2 Loss :  0.019103606730699538  Rel. Test L2 Loss :  0.016869165897369386  Test L2 Loss :  0.013942179009318352  Time :  9.980238199234009  L:  [4.0, 4.0]
Epoch :  39  Rel. Train L2 Loss :  0.01758166319131851  Rel. Test L2 Loss :  0.01612638935446739  Test L2 Loss :  0.013328735902905463  Time :  9.985613107681274  L:  [4.0, 4.0]
Epoch :  40  Rel. Train L2 Loss :  0.01518419298529625  Rel. Test L2 Loss :  0.01619386151432991  Test L2 Loss :  0.013381259813904763  Time :  9.98102617263794  L:  [4.0, 4.0]
Epoch :  41  Rel. Train L2 Loss :  0.015527102023363113  Rel. Test L2 Loss :  0.015706935226917268  Test L2 Loss :  0.012977086305618286  Time :  9.981982469558716  L:  [4.0, 4.0]
Epoch :  42  Rel. Train L2 Loss :  0.01944256579875946  Rel. Test L2 Loss :  0.01681731939315796  Test L2 Loss :  0.013902365192770959  Time :  9.985795736312866  L:  [4.0, 4.0]
Epoch :  43  Rel. Train L2 Loss :  0.016756685972213744  Rel. Test L2 Loss :  0.017197332382202148  Test L2 Loss :  0.014210019186139107  Time :  9.996347188949585  L:  [4.0, 4.0]
Epoch :  44  Rel. Train L2 Loss :  0.017540548861026763  Rel. Test L2 Loss :  0.015449012070894242  Test L2 Loss :  0.01276442751288414  Time :  9.993621826171875  L:  [4.0, 4.0]
Epoch :  45  Rel. Train L2 Loss :  0.016610103875398637  Rel. Test L2 Loss :  0.016397448778152465  Test L2 Loss :  0.01354803517460823  Time :  9.994413375854492  L:  [4.0, 4.0]
Epoch :  46  Rel. Train L2 Loss :  0.01803888687491417  Rel. Test L2 Loss :  0.015202908217906952  Test L2 Loss :  0.012564019560813903  Time :  9.997215032577515  L:  [4.0, 4.0]
Epoch :  47  Rel. Train L2 Loss :  0.015765192538499832  Rel. Test L2 Loss :  0.016953166723251343  Test L2 Loss :  0.014012026190757752  Time :  9.979061841964722  L:  [4.0, 4.0]
Epoch :  48  Rel. Train L2 Loss :  0.01670448899269104  Rel. Test L2 Loss :  0.014430870711803436  Test L2 Loss :  0.011925494745373726  Time :  9.978421926498413  L:  [4.0, 4.0]
Epoch :  49  Rel. Train L2 Loss :  0.015275862962007523  Rel. Test L2 Loss :  0.014744862020015716  Test L2 Loss :  0.012184245511889458  Time :  9.984936714172363  L:  [4.0, 4.0]
Epoch :  50  Rel. Train L2 Loss :  0.015459248349070549  Rel. Test L2 Loss :  0.016263167709112167  Test L2 Loss :  0.013438945189118385  Time :  9.993263959884644  L:  [4.0, 4.0]
Epoch :  51  Rel. Train L2 Loss :  0.015560081154108047  Rel. Test L2 Loss :  0.014876854121685028  Test L2 Loss :  0.01229436881840229  Time :  9.984062910079956  L:  [4.0, 4.0]
Epoch :  52  Rel. Train L2 Loss :  0.015497305765748023  Rel. Test L2 Loss :  0.015110862404108048  Test L2 Loss :  0.012493695691227913  Time :  9.987203598022461  L:  [4.0, 4.0]
Epoch :  53  Rel. Train L2 Loss :  0.016866470962762833  Rel. Test L2 Loss :  0.016371860951185226  Test L2 Loss :  0.01353067807853222  Time :  9.982624769210815  L:  [4.0, 4.0]
Epoch :  54  Rel. Train L2 Loss :  0.015580197483301163  Rel. Test L2 Loss :  0.014764506965875626  Test L2 Loss :  0.012191305011510849  Time :  9.981138944625854  L:  [4.0, 4.0]
Epoch :  55  Rel. Train L2 Loss :  0.013982725694775582  Rel. Test L2 Loss :  0.015044473260641098  Test L2 Loss :  0.012428266704082489  Time :  9.982271909713745  L:  [4.0, 4.0]
Epoch :  56  Rel. Train L2 Loss :  0.016222641363739968  Rel. Test L2 Loss :  0.016593974828720093  Test L2 Loss :  0.013718377202749252  Time :  9.987374544143677  L:  [4.0, 4.0]
Epoch :  57  Rel. Train L2 Loss :  0.01646447293460369  Rel. Test L2 Loss :  0.016708860248327254  Test L2 Loss :  0.013803904354572296  Time :  9.977306365966797  L:  [4.0, 4.0]
Epoch :  58  Rel. Train L2 Loss :  0.016331909388303756  Rel. Test L2 Loss :  0.018416713178157806  Test L2 Loss :  0.015220421105623246  Time :  10.002457618713379  L:  [4.0, 4.0]
Epoch :  59  Rel. Train L2 Loss :  0.01742661555111408  Rel. Test L2 Loss :  0.015150962620973587  Test L2 Loss :  0.012529995441436768  Time :  9.998386144638062  L:  [4.0, 4.0]
Epoch :  60  Rel. Train L2 Loss :  0.015912900000810623  Rel. Test L2 Loss :  0.015572175979614258  Test L2 Loss :  0.012871029153466225  Time :  9.994876623153687  L:  [4.0, 4.0]
Epoch :  61  Rel. Train L2 Loss :  0.016369695261120795  Rel. Test L2 Loss :  0.01612407550215721  Test L2 Loss :  0.013328908309340477  Time :  9.989434957504272  L:  [4.0, 4.0]
Epoch :  62  Rel. Train L2 Loss :  0.015534923493862152  Rel. Test L2 Loss :  0.020584570020437242  Test L2 Loss :  0.017037492245435715  Time :  9.992475509643555  L:  [4.0, 4.0]
Epoch :  63  Rel. Train L2 Loss :  0.016226216286420823  Rel. Test L2 Loss :  0.014709452390670777  Test L2 Loss :  0.012156669273972511  Time :  10.017613410949707  L:  [4.0, 4.0]
Epoch :  64  Rel. Train L2 Loss :  0.016740089163184167  Rel. Test L2 Loss :  0.013397338315844536  Test L2 Loss :  0.01107206717133522  Time :  10.000332832336426  L:  [4.0, 4.0]
Epoch :  65  Rel. Train L2 Loss :  0.014646371006965636  Rel. Test L2 Loss :  0.0164642433822155  Test L2 Loss :  0.013607427105307579  Time :  9.997493743896484  L:  [4.0, 4.0]
Epoch :  66  Rel. Train L2 Loss :  0.015431358337402343  Rel. Test L2 Loss :  0.0170931139588356  Test L2 Loss :  0.014135173112154007  Time :  9.996453762054443  L:  [4.0, 4.0]
Epoch :  67  Rel. Train L2 Loss :  0.014699409231543541  Rel. Test L2 Loss :  0.013837655782699585  Test L2 Loss :  0.011442661434412003  Time :  9.991485118865967  L:  [4.0, 4.0]
Epoch :  68  Rel. Train L2 Loss :  0.014945288628339767  Rel. Test L2 Loss :  0.015115123242139816  Test L2 Loss :  0.012495046034455299  Time :  9.979004383087158  L:  [4.0, 4.0]
Epoch :  69  Rel. Train L2 Loss :  0.017337206691503525  Rel. Test L2 Loss :  0.01499002292752266  Test L2 Loss :  0.0123883668333292  Time :  9.988199472427368  L:  [4.0, 4.0]
Epoch :  70  Rel. Train L2 Loss :  0.014737975940108299  Rel. Test L2 Loss :  0.01758090078830719  Test L2 Loss :  0.01453616589307785  Time :  9.991437911987305  L:  [4.0, 4.0]
Epoch :  71  Rel. Train L2 Loss :  0.01600683218240738  Rel. Test L2 Loss :  0.015214686244726182  Test L2 Loss :  0.012582401856780051  Time :  9.988511085510254  L:  [4.0, 4.0]
Epoch :  72  Rel. Train L2 Loss :  0.014665371164679527  Rel. Test L2 Loss :  0.013648805320262908  Test L2 Loss :  0.011279863342642783  Time :  10.002927303314209  L:  [4.0, 4.0]
Epoch :  73  Rel. Train L2 Loss :  0.01689724388718605  Rel. Test L2 Loss :  0.014772089570760727  Test L2 Loss :  0.01221169762313366  Time :  10.020055294036865  L:  [4.0, 4.0]
Epoch :  74  Rel. Train L2 Loss :  0.01784632632136345  Rel. Test L2 Loss :  0.018233700692653655  Test L2 Loss :  0.01507094144821167  Time :  10.032447338104248  L:  [4.0, 4.0]
Epoch :  75  Rel. Train L2 Loss :  0.01730092276632786  Rel. Test L2 Loss :  0.01927629202604294  Test L2 Loss :  0.015923850387334824  Time :  10.04133915901184  L:  [4.0, 4.0]
Epoch :  76  Rel. Train L2 Loss :  0.016219134792685507  Rel. Test L2 Loss :  0.01943999096751213  Test L2 Loss :  0.016087684631347656  Time :  10.034108400344849  L:  [4.0, 4.0]
Epoch :  77  Rel. Train L2 Loss :  0.014992697179317475  Rel. Test L2 Loss :  0.015293428301811218  Test L2 Loss :  0.01264076791703701  Time :  9.998627185821533  L:  [4.0, 4.0]
Epoch :  78  Rel. Train L2 Loss :  0.014290332183241845  Rel. Test L2 Loss :  0.01338982917368412  Test L2 Loss :  0.011062549203634262  Time :  9.992579460144043  L:  [4.0, 4.0]
Epoch :  79  Rel. Train L2 Loss :  0.016036139994859696  Rel. Test L2 Loss :  0.014554533064365388  Test L2 Loss :  0.012036064863204956  Time :  10.000432968139648  L:  [4.0, 4.0]
Epoch :  80  Rel. Train L2 Loss :  0.015389247968792916  Rel. Test L2 Loss :  0.013720425888895988  Test L2 Loss :  0.0113399188965559  Time :  9.991225719451904  L:  [4.0, 4.0]
Epoch :  81  Rel. Train L2 Loss :  0.017552861630916596  Rel. Test L2 Loss :  0.016637192815542223  Test L2 Loss :  0.01374543346464634  Time :  9.993249654769897  L:  [4.0, 4.0]
Epoch :  82  Rel. Train L2 Loss :  0.014669517904520035  Rel. Test L2 Loss :  0.012951269298791885  Test L2 Loss :  0.010701172426342965  Time :  9.994202136993408  L:  [4.0, 4.0]
Epoch :  83  Rel. Train L2 Loss :  0.015131691679358482  Rel. Test L2 Loss :  0.013849578648805618  Test L2 Loss :  0.01144777424633503  Time :  9.983359575271606  L:  [4.0, 4.0]
Epoch :  84  Rel. Train L2 Loss :  0.01464216475188732  Rel. Test L2 Loss :  0.014380918145179748  Test L2 Loss :  0.011889231503009795  Time :  9.983940601348877  L:  [4.0, 4.0]
Epoch :  85  Rel. Train L2 Loss :  0.015407793432474136  Rel. Test L2 Loss :  0.01373768761754036  Test L2 Loss :  0.011351648643612862  Time :  9.983832120895386  L:  [4.0, 4.0]
Epoch :  86  Rel. Train L2 Loss :  0.01678019852936268  Rel. Test L2 Loss :  0.015683631002902983  Test L2 Loss :  0.012955025136470795  Time :  9.99109148979187  L:  [4.0, 4.0]
Epoch :  87  Rel. Train L2 Loss :  0.015642911285161973  Rel. Test L2 Loss :  0.015449156761169433  Test L2 Loss :  0.012774559929966926  Time :  9.984071254730225  L:  [4.0, 4.0]
Epoch :  88  Rel. Train L2 Loss :  0.014857487127184868  Rel. Test L2 Loss :  0.020480518490076066  Test L2 Loss :  0.016923853754997255  Time :  9.982372045516968  L:  [4.0, 4.0]
Epoch :  89  Rel. Train L2 Loss :  0.01595877729356289  Rel. Test L2 Loss :  0.01363686054944992  Test L2 Loss :  0.01127271831035614  Time :  9.983539581298828  L:  [4.0, 4.0]
Epoch :  90  Rel. Train L2 Loss :  0.014360847488045692  Rel. Test L2 Loss :  0.013905240446329117  Test L2 Loss :  0.01148651234805584  Time :  9.98386549949646  L:  [4.0, 4.0]
Epoch :  91  Rel. Train L2 Loss :  0.015276690289378166  Rel. Test L2 Loss :  0.01598395809531212  Test L2 Loss :  0.013215269073843955  Time :  9.998883962631226  L:  [4.0, 4.0]
Epoch :  92  Rel. Train L2 Loss :  0.014829951524734496  Rel. Test L2 Loss :  0.020927247256040574  Test L2 Loss :  0.017317884415388108  Time :  9.998918294906616  L:  [4.0, 4.0]
Epoch :  93  Rel. Train L2 Loss :  0.015594575434923172  Rel. Test L2 Loss :  0.014215209037065506  Test L2 Loss :  0.011750525236129761  Time :  10.01572060585022  L:  [4.0, 4.0]
Epoch :  94  Rel. Train L2 Loss :  0.014179827943444252  Rel. Test L2 Loss :  0.013025597333908082  Test L2 Loss :  0.010762457549571992  Time :  9.996168375015259  L:  [4.0, 4.0]
Epoch :  95  Rel. Train L2 Loss :  0.01630471384525299  Rel. Test L2 Loss :  0.013055318221449851  Test L2 Loss :  0.01079224281013012  Time :  9.988292455673218  L:  [4.0, 4.0]
Epoch :  96  Rel. Train L2 Loss :  0.01747254419326782  Rel. Test L2 Loss :  0.016756417751312255  Test L2 Loss :  0.01386089712381363  Time :  9.989661693572998  L:  [4.0, 4.0]
Epoch :  97  Rel. Train L2 Loss :  0.014806086733937263  Rel. Test L2 Loss :  0.014650518745183945  Test L2 Loss :  0.012115494608879089  Time :  9.986125230789185  L:  [4.0, 4.0]
Epoch :  98  Rel. Train L2 Loss :  0.014995661154389382  Rel. Test L2 Loss :  0.016084956377744673  Test L2 Loss :  0.013300246372818948  Time :  9.980615854263306  L:  [4.0, 4.0]
Epoch :  99  Rel. Train L2 Loss :  0.015505509212613107  Rel. Test L2 Loss :  0.01518300399184227  Test L2 Loss :  0.01254920281469822  Time :  9.985511779785156  L:  [4.0, 4.0]
Epoch :  100  Rel. Train L2 Loss :  0.015192802175879478  Rel. Test L2 Loss :  0.01451598197221756  Test L2 Loss :  0.0120006862282753  Time :  9.980889558792114  L:  [4.0, 4.0]
Epoch :  101  Rel. Train L2 Loss :  0.014123240396380424  Rel. Test L2 Loss :  0.015478807538747787  Test L2 Loss :  0.012803156599402428  Time :  9.985223531723022  L:  [4.0, 4.0]
Epoch :  102  Rel. Train L2 Loss :  0.015198604300618172  Rel. Test L2 Loss :  0.01721996784210205  Test L2 Loss :  0.014236982613801956  Time :  9.982083797454834  L:  [4.0, 4.0]
Epoch :  103  Rel. Train L2 Loss :  0.014153404235839844  Rel. Test L2 Loss :  0.01428992286324501  Test L2 Loss :  0.011815526485443116  Time :  9.989235401153564  L:  [4.0, 4.0]
Epoch :  104  Rel. Train L2 Loss :  0.017599263221025466  Rel. Test L2 Loss :  0.016414061784744263  Test L2 Loss :  0.013564422726631165  Time :  9.990444660186768  L:  [4.0, 4.0]
Epoch :  105  Rel. Train L2 Loss :  0.015072697162628174  Rel. Test L2 Loss :  0.012469319626688957  Test L2 Loss :  0.01030531220138073  Time :  9.979432106018066  L:  [4.0, 4.0]
Epoch :  106  Rel. Train L2 Loss :  0.014548855483531952  Rel. Test L2 Loss :  0.014957456588745118  Test L2 Loss :  0.01236829124391079  Time :  9.980215549468994  L:  [4.0, 4.0]
Epoch :  107  Rel. Train L2 Loss :  0.014354254513978959  Rel. Test L2 Loss :  0.012179516032338142  Test L2 Loss :  0.010068899616599084  Time :  9.993505477905273  L:  [4.0, 4.0]
Epoch :  108  Rel. Train L2 Loss :  0.013547590017318726  Rel. Test L2 Loss :  0.013453903123736382  Test L2 Loss :  0.011121918857097625  Time :  9.99485468864441  L:  [4.0, 4.0]
Epoch :  109  Rel. Train L2 Loss :  0.014328251928091049  Rel. Test L2 Loss :  0.013267676830291748  Test L2 Loss :  0.010962161049246789  Time :  9.991022825241089  L:  [4.0, 4.0]
Epoch :  110  Rel. Train L2 Loss :  0.014594014510512352  Rel. Test L2 Loss :  0.016045606285333632  Test L2 Loss :  0.013266743347048759  Time :  9.997288227081299  L:  [4.0, 4.0]
Epoch :  111  Rel. Train L2 Loss :  0.014755018502473832  Rel. Test L2 Loss :  0.01338233359158039  Test L2 Loss :  0.011068314015865326  Time :  10.003191232681274  L:  [4.0, 4.0]
Epoch :  112  Rel. Train L2 Loss :  0.013491326406598092  Rel. Test L2 Loss :  0.014522400051355362  Test L2 Loss :  0.012003416568040848  Time :  9.984819412231445  L:  [4.0, 4.0]
Epoch :  113  Rel. Train L2 Loss :  0.01589607520401478  Rel. Test L2 Loss :  0.013395254313945771  Test L2 Loss :  0.01107443980872631  Time :  9.977892875671387  L:  [4.0, 4.0]
Epoch :  114  Rel. Train L2 Loss :  0.015199535325169563  Rel. Test L2 Loss :  0.01244089387357235  Test L2 Loss :  0.010281251296401023  Time :  9.979454755783081  L:  [4.0, 4.0]
Epoch :  115  Rel. Train L2 Loss :  0.012657437160611153  Rel. Test L2 Loss :  0.020450826436281204  Test L2 Loss :  0.016898490488529205  Time :  9.982058763504028  L:  [4.0, 4.0]
Epoch :  116  Rel. Train L2 Loss :  0.015168464809656144  Rel. Test L2 Loss :  0.01345357321202755  Test L2 Loss :  0.011123767495155335  Time :  9.984790802001953  L:  [4.0, 4.0]
Epoch :  117  Rel. Train L2 Loss :  0.013007974654436111  Rel. Test L2 Loss :  0.015510221123695373  Test L2 Loss :  0.01281023383140564  Time :  9.992311239242554  L:  [4.0, 4.0]
Epoch :  118  Rel. Train L2 Loss :  0.017545830577611922  Rel. Test L2 Loss :  0.017181219309568407  Test L2 Loss :  0.01420948475599289  Time :  9.99240231513977  L:  [4.0, 4.0]
Epoch :  119  Rel. Train L2 Loss :  0.015157881706953048  Rel. Test L2 Loss :  0.015284393876791001  Test L2 Loss :  0.012635661736130715  Time :  9.988905429840088  L:  [4.0, 4.0]
Epoch :  120  Rel. Train L2 Loss :  0.013531373769044876  Rel. Test L2 Loss :  0.013894919008016586  Test L2 Loss :  0.011487450003623962  Time :  9.998357057571411  L:  [4.0, 4.0]
Epoch :  121  Rel. Train L2 Loss :  0.01426236478984356  Rel. Test L2 Loss :  0.014087943211197853  Test L2 Loss :  0.011649970933794974  Time :  10.002566814422607  L:  [4.0, 4.0]
Epoch :  122  Rel. Train L2 Loss :  0.013952334135770798  Rel. Test L2 Loss :  0.012500383630394936  Test L2 Loss :  0.010333361178636551  Time :  9.99124264717102  L:  [4.0, 4.0]
Epoch :  123  Rel. Train L2 Loss :  0.016289410576224326  Rel. Test L2 Loss :  0.016566329896450044  Test L2 Loss :  0.013690773695707321  Time :  9.995363712310791  L:  [4.0, 4.0]
Epoch :  124  Rel. Train L2 Loss :  0.01306011402606964  Rel. Test L2 Loss :  0.014670859575271606  Test L2 Loss :  0.012118059173226357  Time :  9.995216369628906  L:  [4.0, 4.0]
Epoch :  125  Rel. Train L2 Loss :  0.014200220659375191  Rel. Test L2 Loss :  0.012883661165833473  Test L2 Loss :  0.010652744099497796  Time :  9.998534917831421  L:  [4.0, 4.0]
Epoch :  126  Rel. Train L2 Loss :  0.013775748461484908  Rel. Test L2 Loss :  0.013326422944664955  Test L2 Loss :  0.011011773943901062  Time :  9.9979727268219  L:  [4.0, 4.0]
Epoch :  127  Rel. Train L2 Loss :  0.014028431341052056  Rel. Test L2 Loss :  0.013206731751561165  Test L2 Loss :  0.010909166857600213  Time :  9.994213342666626  L:  [4.0, 4.0]
Epoch :  128  Rel. Train L2 Loss :  0.014305529236793518  Rel. Test L2 Loss :  0.011352469846606254  Test L2 Loss :  0.009384094700217248  Time :  9.992494583129883  L:  [4.0, 4.0]
Epoch :  129  Rel. Train L2 Loss :  0.01333517436683178  Rel. Test L2 Loss :  0.012335234507918357  Test L2 Loss :  0.01018582709133625  Time :  9.99181604385376  L:  [4.0, 4.0]
Epoch :  130  Rel. Train L2 Loss :  0.01401692882180214  Rel. Test L2 Loss :  0.016530839651823045  Test L2 Loss :  0.013669289276003837  Time :  9.976502895355225  L:  [4.0, 4.0]
Epoch :  131  Rel. Train L2 Loss :  0.013166668102145195  Rel. Test L2 Loss :  0.012604629322886467  Test L2 Loss :  0.01042103037238121  Time :  9.97985291481018  L:  [4.0, 4.0]
Epoch :  132  Rel. Train L2 Loss :  0.013923104792833329  Rel. Test L2 Loss :  0.014806952625513077  Test L2 Loss :  0.012240141704678536  Time :  9.979336261749268  L:  [4.0, 4.0]
Epoch :  133  Rel. Train L2 Loss :  0.012850318163633346  Rel. Test L2 Loss :  0.01348561502993107  Test L2 Loss :  0.011144071146845817  Time :  9.980615615844727  L:  [4.0, 4.0]
Epoch :  134  Rel. Train L2 Loss :  0.013213870123028755  Rel. Test L2 Loss :  0.013501970916986466  Test L2 Loss :  0.011154454201459885  Time :  9.994276523590088  L:  [4.0, 4.0]
Epoch :  135  Rel. Train L2 Loss :  0.014041682243347169  Rel. Test L2 Loss :  0.014266841262578964  Test L2 Loss :  0.011786710396409035  Time :  9.999042987823486  L:  [4.0, 4.0]
Epoch :  136  Rel. Train L2 Loss :  0.01363068537414074  Rel. Test L2 Loss :  0.01194148175418377  Test L2 Loss :  0.009869770556688308  Time :  9.995512008666992  L:  [4.0, 4.0]
Epoch :  137  Rel. Train L2 Loss :  0.012717804357409478  Rel. Test L2 Loss :  0.011686885803937912  Test L2 Loss :  0.00965885080397129  Time :  10.000000715255737  L:  [4.0, 4.0]
