data_in.shape: (2490, 221, 51, 2)
data_out.shape (2490, 221, 51)
(2490, 221, 51, 2) (2490, 221, 51, 2) (2490, 221, 51, 1)
x_train.shape:  (1000, 11271, 6)
y_train.shape:  (1000, 11271, 1)
initial L=[4.0, 4.0],should_learn_L=True,rank=16
In GeoFNO_train, ndim =  2
Epoch :  21  Rel. Train L2 Loss :  0.021332216799259184  Rel. Test L2 Loss :  0.01965057134628296  Test L2 Loss :  0.01624555915594101  Time :  15.544134140014648  L:  [3.9964771270751953, 3.994725227355957]
Epoch :  22  Rel. Train L2 Loss :  0.019051672607660292  Rel. Test L2 Loss :  0.01880477547645569  Test L2 Loss :  0.015542166233062744  Time :  15.571605205535889  L:  [3.9970192909240723, 3.9948322772979736]
Epoch :  23  Rel. Train L2 Loss :  0.020787931561470033  Rel. Test L2 Loss :  0.018447010219097136  Test L2 Loss :  0.015245848596096038  Time :  15.575895547866821  L:  [3.9965789318084717, 3.994300365447998]
Epoch :  24  Rel. Train L2 Loss :  0.019370703786611557  Rel. Test L2 Loss :  0.02102982357144356  Test L2 Loss :  0.01738753095269203  Time :  15.576427459716797  L:  [3.996770143508911, 3.9948174953460693]
Epoch :  25  Rel. Train L2 Loss :  0.01918499255180359  Rel. Test L2 Loss :  0.020329803228378296  Test L2 Loss :  0.016800956130027772  Time :  15.54271388053894  L:  [3.996755599975586, 3.9947292804718018]
Epoch :  26  Rel. Train L2 Loss :  0.020153707087039948  Rel. Test L2 Loss :  0.017148111313581467  Test L2 Loss :  0.01417336329817772  Time :  15.561911582946777  L:  [3.996680498123169, 3.9946844577789307]
Epoch :  27  Rel. Train L2 Loss :  0.019010251820087434  Rel. Test L2 Loss :  0.018133363872766494  Test L2 Loss :  0.014981917887926102  Time :  15.564675331115723  L:  [3.996417760848999, 3.994824171066284]
Epoch :  28  Rel. Train L2 Loss :  0.017279567629098894  Rel. Test L2 Loss :  0.01695060133934021  Test L2 Loss :  0.014008800983428955  Time :  15.57962703704834  L:  [3.9971139430999756, 3.9945406913757324]
Epoch :  29  Rel. Train L2 Loss :  0.02138312339782715  Rel. Test L2 Loss :  0.020255703926086426  Test L2 Loss :  0.01673996850848198  Time :  15.570791721343994  L:  [3.9968421459198, 3.9953513145446777]
Epoch :  30  Rel. Train L2 Loss :  0.021240692883729935  Rel. Test L2 Loss :  0.017838558256626127  Test L2 Loss :  0.014742913246154786  Time :  15.56028127670288  L:  [3.99666428565979, 3.9947187900543213]
Epoch :  31  Rel. Train L2 Loss :  0.017591533243656157  Rel. Test L2 Loss :  0.015496455729007722  Test L2 Loss :  0.012808861210942268  Time :  15.558045864105225  L:  [3.996833324432373, 3.9944872856140137]
Epoch :  32  Rel. Train L2 Loss :  0.019601811438798904  Rel. Test L2 Loss :  0.017171167135238648  Test L2 Loss :  0.014195373505353928  Time :  15.550170660018921  L:  [3.996769905090332, 3.9945573806762695]
Epoch :  33  Rel. Train L2 Loss :  0.0169637913107872  Rel. Test L2 Loss :  0.017002412378787995  Test L2 Loss :  0.014058771803975105  Time :  15.539280652999878  L:  [3.996781826019287, 3.9948434829711914]
Epoch :  34  Rel. Train L2 Loss :  0.019719594359397886  Rel. Test L2 Loss :  0.02177323967218399  Test L2 Loss :  0.01801022693514824  Time :  15.535369873046875  L:  [3.9968502521514893, 3.9944255352020264]
Epoch :  35  Rel. Train L2 Loss :  0.019404077172279356  Rel. Test L2 Loss :  0.01639090746641159  Test L2 Loss :  0.013550643771886826  Time :  15.527813911437988  L:  [3.996593713760376, 3.9947354793548584]
Epoch :  36  Rel. Train L2 Loss :  0.01690191414952278  Rel. Test L2 Loss :  0.0171596023440361  Test L2 Loss :  0.014180730879306793  Time :  15.540780305862427  L:  [3.9968361854553223, 3.9946863651275635]
Epoch :  37  Rel. Train L2 Loss :  0.019100396275520324  Rel. Test L2 Loss :  0.021709918528795242  Test L2 Loss :  0.017944220453500748  Time :  15.548055648803711  L:  [3.9966092109680176, 3.9948501586914062]
Epoch :  38  Rel. Train L2 Loss :  0.020216629296541215  Rel. Test L2 Loss :  0.018917245864868162  Test L2 Loss :  0.015632043331861495  Time :  15.570587396621704  L:  [3.9971296787261963, 3.9956367015838623]
Epoch :  39  Rel. Train L2 Loss :  0.017173918187618254  Rel. Test L2 Loss :  0.01726045161485672  Test L2 Loss :  0.01425534188747406  Time :  15.592073202133179  L:  [3.996720314025879, 3.9947586059570312]
Epoch :  40  Rel. Train L2 Loss :  0.01605840402841568  Rel. Test L2 Loss :  0.021174487471580506  Test L2 Loss :  0.017497574239969255  Time :  15.599438190460205  L:  [3.9969942569732666, 3.9948039054870605]
Epoch :  41  Rel. Train L2 Loss :  0.019625826507806778  Rel. Test L2 Loss :  0.01582724094390869  Test L2 Loss :  0.013078717216849327  Time :  15.592406749725342  L:  [3.996941328048706, 3.994767904281616]
Epoch :  42  Rel. Train L2 Loss :  0.016441691845655443  Rel. Test L2 Loss :  0.016674591153860094  Test L2 Loss :  0.013782708048820496  Time :  15.56360125541687  L:  [3.9970171451568604, 3.9949793815612793]
Epoch :  43  Rel. Train L2 Loss :  0.015160598158836365  Rel. Test L2 Loss :  0.01537294253706932  Test L2 Loss :  0.012706525847315788  Time :  15.549789428710938  L:  [3.996943950653076, 3.995075225830078]
Epoch :  44  Rel. Train L2 Loss :  0.01635655701160431  Rel. Test L2 Loss :  0.016233650147914887  Test L2 Loss :  0.013413709849119186  Time :  15.529616832733154  L:  [3.9969520568847656, 3.994835138320923]
Epoch :  45  Rel. Train L2 Loss :  0.017098008841276168  Rel. Test L2 Loss :  0.01511084258556366  Test L2 Loss :  0.012485594972968101  Time :  15.508489847183228  L:  [3.9968485832214355, 3.9947965145111084]
Epoch :  46  Rel. Train L2 Loss :  0.019006007879972458  Rel. Test L2 Loss :  0.016815862357616423  Test L2 Loss :  0.013898909240961075  Time :  15.517457485198975  L:  [3.9969823360443115, 3.995398998260498]
Epoch :  47  Rel. Train L2 Loss :  0.017852416306734085  Rel. Test L2 Loss :  0.016298298835754396  Test L2 Loss :  0.0134638112783432  Time :  15.54123044013977  L:  [3.9969217777252197, 3.995500087738037]
Epoch :  48  Rel. Train L2 Loss :  0.017866076111793517  Rel. Test L2 Loss :  0.020385804325342177  Test L2 Loss :  0.016842369735240937  Time :  15.552446126937866  L:  [3.9966776371002197, 3.9944729804992676]
Epoch :  49  Rel. Train L2 Loss :  0.018737793177366256  Rel. Test L2 Loss :  0.01972507134079933  Test L2 Loss :  0.01631140023469925  Time :  15.577953338623047  L:  [3.9969451427459717, 3.9949259757995605]
Epoch :  50  Rel. Train L2 Loss :  0.017603703498840332  Rel. Test L2 Loss :  0.01595667317509651  Test L2 Loss :  0.01318935640156269  Time :  15.58728551864624  L:  [3.9972121715545654, 3.995044231414795]
Epoch :  51  Rel. Train L2 Loss :  0.01622046247124672  Rel. Test L2 Loss :  0.020098430067300797  Test L2 Loss :  0.01662756472826004  Time :  15.601607322692871  L:  [3.9968321323394775, 3.9949097633361816]
Epoch :  52  Rel. Train L2 Loss :  0.019064525812864302  Rel. Test L2 Loss :  0.01915546238422394  Test L2 Loss :  0.015838297605514525  Time :  15.58375096321106  L:  [3.996900796890259, 3.9940145015716553]
Epoch :  53  Rel. Train L2 Loss :  0.017689935117959976  Rel. Test L2 Loss :  0.017578484714031218  Test L2 Loss :  0.014524438083171845  Time :  15.565902948379517  L:  [3.9972212314605713, 3.994823932647705]
Epoch :  54  Rel. Train L2 Loss :  0.01613775746524334  Rel. Test L2 Loss :  0.01472120463848114  Test L2 Loss :  0.012170718610286712  Time :  15.547145128250122  L:  [3.997068166732788, 3.9952385425567627]
Epoch :  55  Rel. Train L2 Loss :  0.016775809437036514  Rel. Test L2 Loss :  0.017145990431308746  Test L2 Loss :  0.014166886731982232  Time :  15.538951873779297  L:  [3.997215747833252, 3.9950804710388184]
Epoch :  56  Rel. Train L2 Loss :  0.016488439694046973  Rel. Test L2 Loss :  0.014772098362445831  Test L2 Loss :  0.012209236472845077  Time :  15.53230094909668  L:  [3.9965200424194336, 3.995271921157837]
Epoch :  57  Rel. Train L2 Loss :  0.015902393519878388  Rel. Test L2 Loss :  0.015458510220050813  Test L2 Loss :  0.012773184478282929  Time :  15.528759717941284  L:  [3.997215509414673, 3.9949584007263184]
Epoch :  58  Rel. Train L2 Loss :  0.017394430428743363  Rel. Test L2 Loss :  0.01811694696545601  Test L2 Loss :  0.014970429986715317  Time :  15.54383111000061  L:  [3.997284173965454, 3.9945452213287354]
Epoch :  59  Rel. Train L2 Loss :  0.01659501187503338  Rel. Test L2 Loss :  0.016118945628404616  Test L2 Loss :  0.013320091292262077  Time :  15.57485318183899  L:  [3.9970061779022217, 3.995069980621338]
Epoch :  60  Rel. Train L2 Loss :  0.01507624989748001  Rel. Test L2 Loss :  0.014100792407989502  Test L2 Loss :  0.011651987433433533  Time :  15.589650630950928  L:  [3.997239351272583, 3.9949769973754883]
Epoch :  61  Rel. Train L2 Loss :  0.01662144707143307  Rel. Test L2 Loss :  0.016061655431985854  Test L2 Loss :  0.01326994851231575  Time :  15.596563577651978  L:  [3.99760103225708, 3.995007276535034]
Epoch :  62  Rel. Train L2 Loss :  0.01940137267112732  Rel. Test L2 Loss :  0.01971748620271683  Test L2 Loss :  0.016314965188503266  Time :  15.588694095611572  L:  [3.996799945831299, 3.994997262954712]
Epoch :  63  Rel. Train L2 Loss :  0.017268537759780885  Rel. Test L2 Loss :  0.018084072172641755  Test L2 Loss :  0.01494830623269081  Time :  15.578093528747559  L:  [3.9974865913391113, 3.995635509490967]
Epoch :  64  Rel. Train L2 Loss :  0.017715178340673446  Rel. Test L2 Loss :  0.020521727651357652  Test L2 Loss :  0.01698695734143257  Time :  15.563319206237793  L:  [3.997133731842041, 3.994865894317627]
Epoch :  65  Rel. Train L2 Loss :  0.01807130417227745  Rel. Test L2 Loss :  0.018679951876401903  Test L2 Loss :  0.015433596670627594  Time :  15.562209844589233  L:  [3.997133255004883, 3.9956114292144775]
Epoch :  66  Rel. Train L2 Loss :  0.01920034232735634  Rel. Test L2 Loss :  0.017066301703453066  Test L2 Loss :  0.014108359888195992  Time :  15.548022031784058  L:  [3.997081756591797, 3.995173454284668]
Epoch :  67  Rel. Train L2 Loss :  0.015818516537547112  Rel. Test L2 Loss :  0.01706424921751022  Test L2 Loss :  0.014117613434791565  Time :  15.542402505874634  L:  [3.9971816539764404, 3.9949159622192383]
Epoch :  68  Rel. Train L2 Loss :  0.01645928429067135  Rel. Test L2 Loss :  0.018124701082706453  Test L2 Loss :  0.014986049830913544  Time :  15.543948411941528  L:  [3.997203826904297, 3.9951021671295166]
Epoch :  69  Rel. Train L2 Loss :  0.015704728811979294  Rel. Test L2 Loss :  0.016234041154384614  Test L2 Loss :  0.013426651582121849  Time :  15.561073780059814  L:  [3.997138500213623, 3.9951422214508057]
Epoch :  70  Rel. Train L2 Loss :  0.01664000064134598  Rel. Test L2 Loss :  0.017518599182367325  Test L2 Loss :  0.014482883512973785  Time :  15.589349269866943  L:  [3.9976279735565186, 3.995237112045288]
Epoch :  71  Rel. Train L2 Loss :  0.016402761578559875  Rel. Test L2 Loss :  0.015754684954881668  Test L2 Loss :  0.0130344008654356  Time :  15.611000537872314  L:  [3.9969937801361084, 3.994687557220459]
Epoch :  72  Rel. Train L2 Loss :  0.016746724277734756  Rel. Test L2 Loss :  0.013785886317491532  Test L2 Loss :  0.011394933387637139  Time :  15.609913349151611  L:  [3.9973278045654297, 3.994765281677246]
Epoch :  73  Rel. Train L2 Loss :  0.015357775762677193  Rel. Test L2 Loss :  0.013845681622624397  Test L2 Loss :  0.011448768153786659  Time :  15.60649299621582  L:  [3.99711275100708, 3.9947314262390137]
Epoch :  74  Rel. Train L2 Loss :  0.019085185319185256  Rel. Test L2 Loss :  0.014092361330986023  Test L2 Loss :  0.011647989228367805  Time :  15.585078001022339  L:  [3.997183084487915, 3.9954636096954346]
Epoch :  75  Rel. Train L2 Loss :  0.016968088641762732  Rel. Test L2 Loss :  0.019781567305326462  Test L2 Loss :  0.016354390233755112  Time :  15.572962522506714  L:  [3.9968996047973633, 3.9949867725372314]
Epoch :  76  Rel. Train L2 Loss :  0.01716336554288864  Rel. Test L2 Loss :  0.01606852948665619  Test L2 Loss :  0.013289259746670723  Time :  15.547411441802979  L:  [3.9971957206726074, 3.994960308074951]
Epoch :  77  Rel. Train L2 Loss :  0.01672498360276222  Rel. Test L2 Loss :  0.017580086588859557  Test L2 Loss :  0.014537872821092606  Time :  15.546781539916992  L:  [3.997004747390747, 3.9946277141571045]
Epoch :  78  Rel. Train L2 Loss :  0.01599602150917053  Rel. Test L2 Loss :  0.016213422268629075  Test L2 Loss :  0.013399855569005012  Time :  15.546988725662231  L:  [3.997143030166626, 3.9949891567230225]
Epoch :  79  Rel. Train L2 Loss :  0.015226183146238328  Rel. Test L2 Loss :  0.02222793221473694  Test L2 Loss :  0.01838122248649597  Time :  15.565364360809326  L:  [3.997152805328369, 3.9949569702148438]
Epoch :  80  Rel. Train L2 Loss :  0.016011494308710097  Rel. Test L2 Loss :  0.01415907934308052  Test L2 Loss :  0.011706011816859246  Time :  15.58635950088501  L:  [3.997253179550171, 3.995244264602661]
Epoch :  81  Rel. Train L2 Loss :  0.017159873053431512  Rel. Test L2 Loss :  0.01907840371131897  Test L2 Loss :  0.015769653767347337  Time :  15.590861558914185  L:  [3.997083902359009, 3.9941349029541016]
Epoch :  82  Rel. Train L2 Loss :  0.016056216076016427  Rel. Test L2 Loss :  0.020110654681921004  Test L2 Loss :  0.01664135739207268  Time :  15.578537225723267  L:  [3.9970366954803467, 3.9946467876434326]
Epoch :  83  Rel. Train L2 Loss :  0.016433917164802553  Rel. Test L2 Loss :  0.014713192284107208  Test L2 Loss :  0.012164403200149537  Time :  15.568004131317139  L:  [3.9967458248138428, 3.995374917984009]
Epoch :  84  Rel. Train L2 Loss :  0.015274406358599663  Rel. Test L2 Loss :  0.0181498883664608  Test L2 Loss :  0.015001998543739318  Time :  15.558779954910278  L:  [3.9974658489227295, 3.9953267574310303]
Epoch :  85  Rel. Train L2 Loss :  0.017069350883364677  Rel. Test L2 Loss :  0.014983227849006653  Test L2 Loss :  0.012389120310544968  Time :  15.555743217468262  L:  [3.9967751502990723, 3.9957265853881836]
Epoch :  86  Rel. Train L2 Loss :  0.016281041145324707  Rel. Test L2 Loss :  0.01586590126156807  Test L2 Loss :  0.013127655610442162  Time :  15.553794384002686  L:  [3.9971983432769775, 3.994765043258667]
Epoch :  87  Rel. Train L2 Loss :  0.0154654940366745  Rel. Test L2 Loss :  0.0144124673306942  Test L2 Loss :  0.011915646642446518  Time :  15.608484506607056  L:  [3.99708890914917, 3.994509696960449]
Epoch :  88  Rel. Train L2 Loss :  0.018120866626501083  Rel. Test L2 Loss :  0.021064243912696838  Test L2 Loss :  0.017424820512533187  Time :  15.563657283782959  L:  [3.9979209899902344, 3.994687795639038]
Epoch :  89  Rel. Train L2 Loss :  0.021377662420272826  Rel. Test L2 Loss :  0.017007100731134414  Test L2 Loss :  0.014061642959713936  Time :  15.56167483329773  L:  [3.997685670852661, 3.9927849769592285]
Epoch :  90  Rel. Train L2 Loss :  0.016317855581641196  Rel. Test L2 Loss :  0.015758858174085618  Test L2 Loss :  0.013020459860563278  Time :  15.578158855438232  L:  [3.9972646236419678, 3.995499849319458]
Epoch :  91  Rel. Train L2 Loss :  0.01651839105784893  Rel. Test L2 Loss :  0.015280305594205856  Test L2 Loss :  0.012626921534538269  Time :  15.561562299728394  L:  [3.9969775676727295, 3.9946062564849854]
Epoch :  92  Rel. Train L2 Loss :  0.016006619811058043  Rel. Test L2 Loss :  0.01862322002649307  Test L2 Loss :  0.01539469912648201  Time :  15.560894966125488  L:  [3.9969468116760254, 3.994447708129883]
Epoch :  93  Rel. Train L2 Loss :  0.016736072897911073  Rel. Test L2 Loss :  0.020639262199401855  Test L2 Loss :  0.017091736495494843  Time :  15.555395126342773  L:  [3.9975593090057373, 3.994964838027954]
Epoch :  94  Rel. Train L2 Loss :  0.016202721029520036  Rel. Test L2 Loss :  0.01485498383641243  Test L2 Loss :  0.01227748543024063  Time :  15.54387879371643  L:  [3.997479200363159, 3.9939463138580322]
Epoch :  95  Rel. Train L2 Loss :  0.015938086211681367  Rel. Test L2 Loss :  0.016944836527109146  Test L2 Loss :  0.01400336816906929  Time :  15.56052541732788  L:  [3.9974536895751953, 3.9949569702148438]
Epoch :  96  Rel. Train L2 Loss :  0.015261254072189331  Rel. Test L2 Loss :  0.01672799438238144  Test L2 Loss :  0.013824329897761344  Time :  15.55727767944336  L:  [3.997008800506592, 3.9947872161865234]
Epoch :  97  Rel. Train L2 Loss :  0.015252315446734428  Rel. Test L2 Loss :  0.021436078548431395  Test L2 Loss :  0.017715225666761397  Time :  15.567083597183228  L:  [3.997654914855957, 3.995213508605957]
Epoch :  98  Rel. Train L2 Loss :  0.015944798082113267  Rel. Test L2 Loss :  0.013949099034070968  Test L2 Loss :  0.011533892452716828  Time :  15.567519426345825  L:  [3.9973931312561035, 3.994495391845703]
Epoch :  99  Rel. Train L2 Loss :  0.013966840147972106  Rel. Test L2 Loss :  0.013998830020427703  Test L2 Loss :  0.01157255470752716  Time :  15.555234432220459  L:  [3.997021436691284, 3.9945144653320312]
Epoch :  100  Rel. Train L2 Loss :  0.015201529428362847  Rel. Test L2 Loss :  0.016145594120025634  Test L2 Loss :  0.013346259370446206  Time :  15.567672967910767  L:  [3.9974725246429443, 3.993581533432007]
Epoch :  101  Rel. Train L2 Loss :  0.01517146097123623  Rel. Test L2 Loss :  0.01577398583292961  Test L2 Loss :  0.013040167838335037  Time :  15.565425872802734  L:  [3.9972026348114014, 3.995086669921875]
Epoch :  102  Rel. Train L2 Loss :  0.014681511789560318  Rel. Test L2 Loss :  0.015505786836147308  Test L2 Loss :  0.012814705148339272  Time :  15.57417631149292  L:  [3.996765375137329, 3.995284080505371]
Epoch :  103  Rel. Train L2 Loss :  0.015904022619128228  Rel. Test L2 Loss :  0.015731254518032076  Test L2 Loss :  0.013008700162172317  Time :  15.573688507080078  L:  [3.9979474544525146, 3.9950051307678223]
Epoch :  104  Rel. Train L2 Loss :  0.01572626715898514  Rel. Test L2 Loss :  0.01750431001186371  Test L2 Loss :  0.014465191662311553  Time :  15.570622682571411  L:  [3.9976134300231934, 3.99515438079834]
Epoch :  105  Rel. Train L2 Loss :  0.01798180618882179  Rel. Test L2 Loss :  0.016590528190135956  Test L2 Loss :  0.013725019469857215  Time :  15.57277774810791  L:  [3.9970901012420654, 3.994551181793213]
Epoch :  106  Rel. Train L2 Loss :  0.015300428107380868  Rel. Test L2 Loss :  0.013758698552846909  Test L2 Loss :  0.01136978268623352  Time :  15.577178239822388  L:  [3.997285842895508, 3.995570421218872]
Epoch :  107  Rel. Train L2 Loss :  0.014905241146683693  Rel. Test L2 Loss :  0.018015931099653243  Test L2 Loss :  0.014892331063747407  Time :  15.572871446609497  L:  [3.997342824935913, 3.995156764984131]
Epoch :  108  Rel. Train L2 Loss :  0.014661651790142059  Rel. Test L2 Loss :  0.012587864696979523  Test L2 Loss :  0.010403708517551423  Time :  15.57603669166565  L:  [3.9972026348114014, 3.995018720626831]
Epoch :  109  Rel. Train L2 Loss :  0.01568687355518341  Rel. Test L2 Loss :  0.012549310699105263  Test L2 Loss :  0.010373975038528443  Time :  15.577190160751343  L:  [3.9973108768463135, 3.9950156211853027]
Epoch :  110  Rel. Train L2 Loss :  0.015915087133646012  Rel. Test L2 Loss :  0.012584400996565819  Test L2 Loss :  0.010400915294885635  Time :  15.573036909103394  L:  [3.9972074031829834, 3.9954724311828613]
Epoch :  111  Rel. Train L2 Loss :  0.014867945909500122  Rel. Test L2 Loss :  0.012764969766139984  Test L2 Loss :  0.010560634434223176  Time :  15.578194618225098  L:  [3.997141122817993, 3.995048999786377]
Epoch :  112  Rel. Train L2 Loss :  0.01558219562470913  Rel. Test L2 Loss :  0.013350370526313781  Test L2 Loss :  0.011034195572137832  Time :  15.571691513061523  L:  [3.9974095821380615, 3.995234966278076]
Epoch :  113  Rel. Train L2 Loss :  0.015980610802769663  Rel. Test L2 Loss :  0.015041203647851943  Test L2 Loss :  0.01243827149271965  Time :  15.572536706924438  L:  [3.9976601600646973, 3.9944851398468018]
Epoch :  114  Rel. Train L2 Loss :  0.016665181443095207  Rel. Test L2 Loss :  0.01477493241429329  Test L2 Loss :  0.01221571944653988  Time :  15.578158855438232  L:  [3.9972198009490967, 3.994896411895752]
Epoch :  115  Rel. Train L2 Loss :  0.015214405953884125  Rel. Test L2 Loss :  0.016708273142576217  Test L2 Loss :  0.013815901726484298  Time :  15.588124513626099  L:  [3.9972763061523438, 3.995161294937134]
Epoch :  116  Rel. Train L2 Loss :  0.01727476082742214  Rel. Test L2 Loss :  0.014054545685648918  Test L2 Loss :  0.011618169248104096  Time :  15.585051536560059  L:  [3.9971566200256348, 3.9953653812408447]
Epoch :  117  Rel. Train L2 Loss :  0.013942252933979035  Rel. Test L2 Loss :  0.015998737514019014  Test L2 Loss :  0.01322990544140339  Time :  15.564030647277832  L:  [3.996746063232422, 3.994837760925293]
Epoch :  118  Rel. Train L2 Loss :  0.017239204570651055  Rel. Test L2 Loss :  0.018383405655622482  Test L2 Loss :  0.01521759182214737  Time :  15.558736324310303  L:  [3.996623992919922, 3.995482921600342]
Epoch :  119  Rel. Train L2 Loss :  0.015397743687033654  Rel. Test L2 Loss :  0.014070422649383544  Test L2 Loss :  0.01163769282400608  Time :  15.535175085067749  L:  [3.997119188308716, 3.9952332973480225]
Epoch :  120  Rel. Train L2 Loss :  0.014874349787831306  Rel. Test L2 Loss :  0.01577168196439743  Test L2 Loss :  0.013035888746380807  Time :  15.538644075393677  L:  [3.996741533279419, 3.9954700469970703]
Epoch :  121  Rel. Train L2 Loss :  0.014685338705778123  Rel. Test L2 Loss :  0.013252848759293556  Test L2 Loss :  0.010953073799610137  Time :  15.544779539108276  L:  [3.9973700046539307, 3.9950757026672363]
Epoch :  122  Rel. Train L2 Loss :  0.015464558735489846  Rel. Test L2 Loss :  0.01451529860496521  Test L2 Loss :  0.012004794031381607  Time :  15.560127973556519  L:  [3.9970247745513916, 3.995293378829956]
Epoch :  123  Rel. Train L2 Loss :  0.016188924670219422  Rel. Test L2 Loss :  0.016757181733846663  Test L2 Loss :  0.013858463764190674  Time :  15.582244634628296  L:  [3.9972705841064453, 3.9954395294189453]
Epoch :  124  Rel. Train L2 Loss :  0.013895715713500977  Rel. Test L2 Loss :  0.01336923435330391  Test L2 Loss :  0.011052399724721908  Time :  15.609723806381226  L:  [3.9972572326660156, 3.9949517250061035]
Epoch :  125  Rel. Train L2 Loss :  0.014623134136199952  Rel. Test L2 Loss :  0.015469939857721328  Test L2 Loss :  0.012801658511161804  Time :  15.611756086349487  L:  [3.9972522258758545, 3.9951536655426025]
