data_in.shape: (1324, 421, 421)
data_out.shape (1324, 421, 421)
x_train.shape:  (1000, 44521, 5)
y_train.shape:  (1000, 44521, 1)
In GeoFNO_train, ndim =  2
Epoch :  23  Rel. Train L2 Loss :  0.01889313580095768  Rel. Test L2 Loss :  0.020765207558870315  Test L2 Loss :  0.00014157346449792386  Time :  43.76517939567566  L:  [1.0306955575942993, 1.0360795259475708]
Epoch :  24  Rel. Train L2 Loss :  0.018939441561698914  Rel. Test L2 Loss :  0.018313791155815124  Test L2 Loss :  0.0001238444578484632  Time :  43.78140139579773  L:  [1.0312795639038086, 1.0366077423095703]
Epoch :  25  Rel. Train L2 Loss :  0.017988846845924854  Rel. Test L2 Loss :  0.019968816041946412  Test L2 Loss :  0.00013488640048308297  Time :  43.8050856590271  L:  [1.0318009853363037, 1.03734290599823]
Epoch :  26  Rel. Train L2 Loss :  0.017581650897860526  Rel. Test L2 Loss :  0.021890881806612014  Test L2 Loss :  0.00014744213549420238  Time :  43.79051899909973  L:  [1.0321948528289795, 1.037920355796814]
Epoch :  27  Rel. Train L2 Loss :  0.02007523853331804  Rel. Test L2 Loss :  0.019757084995508194  Test L2 Loss :  0.00013324350788025186  Time :  43.77828574180603  L:  [1.0327043533325195, 1.0379431247711182]
Epoch :  28  Rel. Train L2 Loss :  0.019148310370743275  Rel. Test L2 Loss :  0.01697715051472187  Test L2 Loss :  0.00011488915391964838  Time :  43.751157999038696  L:  [1.033486008644104, 1.038511037826538]
Epoch :  29  Rel. Train L2 Loss :  0.02072649772465229  Rel. Test L2 Loss :  0.018394119665026666  Test L2 Loss :  0.00012454827723558991  Time :  43.81888198852539  L:  [1.0338172912597656, 1.0388957262039185]
Epoch :  30  Rel. Train L2 Loss :  0.017744467824697494  Rel. Test L2 Loss :  0.020682962611317635  Test L2 Loss :  0.00014065018825931474  Time :  43.8547465801239  L:  [1.034551978111267, 1.0390409231185913]
Epoch :  31  Rel. Train L2 Loss :  0.01570526244491339  Rel. Test L2 Loss :  0.015289951227605342  Test L2 Loss :  0.00010346815077355131  Time :  43.79150032997131  L:  [1.0349514484405518, 1.039842128753662]
Epoch :  32  Rel. Train L2 Loss :  0.015853161193430422  Rel. Test L2 Loss :  0.019300706535577774  Test L2 Loss :  0.0001308246483677067  Time :  43.76699709892273  L:  [1.0357894897460938, 1.0405242443084717]
Epoch :  33  Rel. Train L2 Loss :  0.016835882745683192  Rel. Test L2 Loss :  0.01584732737392187  Test L2 Loss :  0.00010705957742175087  Time :  43.8411545753479  L:  [1.0360976457595825, 1.0409412384033203]
Epoch :  34  Rel. Train L2 Loss :  0.015730311073362827  Rel. Test L2 Loss :  0.016829422377049923  Test L2 Loss :  0.00011380423791706562  Time :  43.822304010391235  L:  [1.0365923643112183, 1.0416955947875977]
Epoch :  35  Rel. Train L2 Loss :  0.016185500636696815  Rel. Test L2 Loss :  0.022648353055119516  Test L2 Loss :  0.0001521053712349385  Time :  43.76667046546936  L:  [1.0372636318206787, 1.0422799587249756]
Epoch :  36  Rel. Train L2 Loss :  0.02176663289964199  Rel. Test L2 Loss :  0.01739189401268959  Test L2 Loss :  0.00011755936546251178  Time :  43.80583596229553  L:  [1.0376641750335693, 1.042359471321106]
Epoch :  37  Rel. Train L2 Loss :  0.017490483425557615  Rel. Test L2 Loss :  0.01645727898925543  Test L2 Loss :  0.0001111248231609352  Time :  43.873804569244385  L:  [1.0377329587936401, 1.0425769090652466]
Epoch :  38  Rel. Train L2 Loss :  0.016746058091521264  Rel. Test L2 Loss :  0.01713787980377674  Test L2 Loss :  0.00011597832024563105  Time :  43.84669470787048  L:  [1.0382612943649292, 1.0430489778518677]
Epoch :  39  Rel. Train L2 Loss :  0.016442401327192782  Rel. Test L2 Loss :  0.01778289709240198  Test L2 Loss :  0.00012012029765173793  Time :  43.77189898490906  L:  [1.0385284423828125, 1.0435881614685059]
Epoch :  40  Rel. Train L2 Loss :  0.01798256105184555  Rel. Test L2 Loss :  0.02964768886566162  Test L2 Loss :  0.000199825445888564  Time :  43.82068467140198  L:  [1.0393586158752441, 1.0437695980072021]
Epoch :  41  Rel. Train L2 Loss :  0.018169773876667024  Rel. Test L2 Loss :  0.01575887478888035  Test L2 Loss :  0.00010666265472536907  Time :  43.87209868431091  L:  [1.0396456718444824, 1.044061541557312]
Epoch :  42  Rel. Train L2 Loss :  0.015234574653208256  Rel. Test L2 Loss :  0.01731304481625557  Test L2 Loss :  0.00011747907323297114  Time :  43.82311177253723  L:  [1.0400274991989136, 1.044820785522461]
Epoch :  43  Rel. Train L2 Loss :  0.016382286131381988  Rel. Test L2 Loss :  0.014973335713148118  Test L2 Loss :  0.00010134232288692147  Time :  43.774367332458496  L:  [1.0403673648834229, 1.0451781749725342]
Epoch :  44  Rel. Train L2 Loss :  0.013665444575250148  Rel. Test L2 Loss :  0.015609627962112427  Test L2 Loss :  0.00010553494532359764  Time :  43.82497048377991  L:  [1.0408790111541748, 1.045824646949768]
Epoch :  45  Rel. Train L2 Loss :  0.014628046348690986  Rel. Test L2 Loss :  0.016729331575334072  Test L2 Loss :  0.00011317061726003885  Time :  43.867384910583496  L:  [1.0413929224014282, 1.046654224395752]
Epoch :  46  Rel. Train L2 Loss :  0.014749461963772774  Rel. Test L2 Loss :  0.016446498110890388  Test L2 Loss :  0.00011127496574772522  Time :  43.845874309539795  L:  [1.0417410135269165, 1.0469058752059937]
Epoch :  47  Rel. Train L2 Loss :  0.014414675705134869  Rel. Test L2 Loss :  0.016404203437268734  Test L2 Loss :  0.00011080989934271201  Time :  43.81387448310852  L:  [1.0424633026123047, 1.0473049879074097]
Epoch :  48  Rel. Train L2 Loss :  0.01538988135010004  Rel. Test L2 Loss :  0.01865469999611378  Test L2 Loss :  0.00012539456482045354  Time :  43.82325839996338  L:  [1.0429658889770508, 1.0476152896881104]
Epoch :  49  Rel. Train L2 Loss :  0.015739628292620184  Rel. Test L2 Loss :  0.01555945310741663  Test L2 Loss :  0.00010623006644891575  Time :  43.86864900588989  L:  [1.043276309967041, 1.0480979681015015]
Epoch :  50  Rel. Train L2 Loss :  0.013979450896382332  Rel. Test L2 Loss :  0.02335397869348526  Test L2 Loss :  0.00015733365260530262  Time :  43.86244201660156  L:  [1.043540596961975, 1.0489495992660522]
Epoch :  51  Rel. Train L2 Loss :  0.0174563502445817  Rel. Test L2 Loss :  0.02256675824522972  Test L2 Loss :  0.0001518792100250721  Time :  43.843132972717285  L:  [1.0440278053283691, 1.0493683815002441]
Epoch :  52  Rel. Train L2 Loss :  0.015597933784127235  Rel. Test L2 Loss :  0.02074228972196579  Test L2 Loss :  0.00014079168962780387  Time :  43.82113718986511  L:  [1.044208288192749, 1.049636721611023]
Epoch :  53  Rel. Train L2 Loss :  0.015700149327516556  Rel. Test L2 Loss :  0.019886775091290474  Test L2 Loss :  0.0001336365845054388  Time :  43.82891368865967  L:  [1.0443084239959717, 1.0501267910003662]
Epoch :  54  Rel. Train L2 Loss :  0.014526053428649903  Rel. Test L2 Loss :  0.017304368503391742  Test L2 Loss :  0.00011847724730614573  Time :  43.85628795623779  L:  [1.044823408126831, 1.0502052307128906]
Epoch :  55  Rel. Train L2 Loss :  0.014271059207618236  Rel. Test L2 Loss :  0.01794601883739233  Test L2 Loss :  0.00012230960972374306  Time :  43.87626051902771  L:  [1.045251488685608, 1.0503257513046265]
Epoch :  56  Rel. Train L2 Loss :  0.01421386583149433  Rel. Test L2 Loss :  0.013658190704882145  Test L2 Loss :  9.211501921527088e-05  Time :  43.827789068222046  L:  [1.0458669662475586, 1.0509800910949707]
Epoch :  57  Rel. Train L2 Loss :  0.013367229290306568  Rel. Test L2 Loss :  0.018926927521824836  Test L2 Loss :  0.00012883718067314477  Time :  43.81592106819153  L:  [1.045886754989624, 1.0518379211425781]
Epoch :  58  Rel. Train L2 Loss :  0.014891602210700511  Rel. Test L2 Loss :  0.015123925991356374  Test L2 Loss :  0.000102297774865292  Time :  43.873563289642334  L:  [1.0463734865188599, 1.052004337310791]
Epoch :  59  Rel. Train L2 Loss :  0.014217983856797218  Rel. Test L2 Loss :  0.01586083721369505  Test L2 Loss :  0.00010700446349801496  Time :  43.91064238548279  L:  [1.0467524528503418, 1.0523344278335571]
Epoch :  60  Rel. Train L2 Loss :  0.01368532745540142  Rel. Test L2 Loss :  0.016336187198758127  Test L2 Loss :  0.00011117642017779872  Time :  43.8494074344635  L:  [1.0475116968154907, 1.0524969100952148]
Epoch :  61  Rel. Train L2 Loss :  0.01430357637256384  Rel. Test L2 Loss :  0.025656163543462753  Test L2 Loss :  0.00017348510911688208  Time :  43.83625030517578  L:  [1.0480278730392456, 1.0528638362884521]
Epoch :  62  Rel. Train L2 Loss :  0.015131786696612835  Rel. Test L2 Loss :  0.017507233917713166  Test L2 Loss :  0.00011845396715216338  Time :  43.88899087905884  L:  [1.0480576753616333, 1.0533496141433716]
Epoch :  63  Rel. Train L2 Loss :  0.015113124094903469  Rel. Test L2 Loss :  0.016441873759031295  Test L2 Loss :  0.00011113460408523679  Time :  43.898109912872314  L:  [1.0480726957321167, 1.0534440279006958]
Epoch :  64  Rel. Train L2 Loss :  0.013983783252537251  Rel. Test L2 Loss :  0.015758538097143174  Test L2 Loss :  0.00010683861270081251  Time :  43.85081624984741  L:  [1.048856496810913, 1.0538952350616455]
Epoch :  65  Rel. Train L2 Loss :  0.015658656045794486  Rel. Test L2 Loss :  0.014769647046923637  Test L2 Loss :  9.996701905038208e-05  Time :  43.81635403633118  L:  [1.0494383573532104, 1.0540801286697388]
Epoch :  66  Rel. Train L2 Loss :  0.013418259792029858  Rel. Test L2 Loss :  0.013533250875771046  Test L2 Loss :  9.159965062281116e-05  Time :  43.86288404464722  L:  [1.0497164726257324, 1.0546224117279053]
Epoch :  67  Rel. Train L2 Loss :  0.014227837964892387  Rel. Test L2 Loss :  0.014392112754285336  Test L2 Loss :  9.762579691596329e-05  Time :  43.904850244522095  L:  [1.0500792264938354, 1.0548125505447388]
Epoch :  68  Rel. Train L2 Loss :  0.013431741617619992  Rel. Test L2 Loss :  0.014465872868895531  Test L2 Loss :  9.73640673328191e-05  Time :  43.83484387397766  L:  [1.0503255128860474, 1.0552366971969604]
Epoch :  69  Rel. Train L2 Loss :  0.015145153112709522  Rel. Test L2 Loss :  0.018690864965319635  Test L2 Loss :  0.00012724961939966306  Time :  43.80677938461304  L:  [1.0505261421203613, 1.0551053285598755]
Epoch :  70  Rel. Train L2 Loss :  0.014609798766672611  Rel. Test L2 Loss :  0.01537710588425398  Test L2 Loss :  0.0001041177034494467  Time :  43.86529064178467  L:  [1.0508742332458496, 1.0557641983032227]
Epoch :  71  Rel. Train L2 Loss :  0.014250370301306247  Rel. Test L2 Loss :  0.01631687141954899  Test L2 Loss :  0.00011044404847780242  Time :  43.90906834602356  L:  [1.051107406616211, 1.0558573007583618]
Epoch :  72  Rel. Train L2 Loss :  0.01488366249203682  Rel. Test L2 Loss :  0.01653196044266224  Test L2 Loss :  0.00011144266289193184  Time :  43.83999180793762  L:  [1.0512312650680542, 1.056316614151001]
Epoch :  73  Rel. Train L2 Loss :  0.015238323509693145  Rel. Test L2 Loss :  0.01446644950658083  Test L2 Loss :  9.736659179907292e-05  Time :  43.81760573387146  L:  [1.0518778562545776, 1.0561401844024658]
Epoch :  74  Rel. Train L2 Loss :  0.013891895830631256  Rel. Test L2 Loss :  0.015339057371020317  Test L2 Loss :  0.00010378495615441352  Time :  43.87872910499573  L:  [1.0521948337554932, 1.056710124015808]
Epoch :  75  Rel. Train L2 Loss :  0.01522447244077921  Rel. Test L2 Loss :  0.019403345137834548  Test L2 Loss :  0.00013138563197571785  Time :  43.877657413482666  L:  [1.052323341369629, 1.056735634803772]
Epoch :  76  Rel. Train L2 Loss :  0.014706860728561878  Rel. Test L2 Loss :  0.01656736623495817  Test L2 Loss :  0.0001131321064895019  Time :  43.836193323135376  L:  [1.0522984266281128, 1.057155966758728]
Epoch :  77  Rel. Train L2 Loss :  0.01358285316824913  Rel. Test L2 Loss :  0.01745385065674782  Test L2 Loss :  0.00011776995932450519  Time :  43.82764983177185  L:  [1.0530188083648682, 1.0573930740356445]
Epoch :  78  Rel. Train L2 Loss :  0.015608862079679965  Rel. Test L2 Loss :  0.01594190999865532  Test L2 Loss :  0.00010766090534161776  Time :  43.86911869049072  L:  [1.0534671545028687, 1.057782769203186]
Epoch :  79  Rel. Train L2 Loss :  0.015033295266330243  Rel. Test L2 Loss :  0.013384925164282323  Test L2 Loss :  9.031875670189038e-05  Time :  43.90161466598511  L:  [1.053837537765503, 1.0576778650283813]
Epoch :  80  Rel. Train L2 Loss :  0.014638073772192001  Rel. Test L2 Loss :  0.014239598624408245  Test L2 Loss :  9.62955120485276e-05  Time :  43.843937397003174  L:  [1.0538082122802734, 1.057839274406433]
Epoch :  81  Rel. Train L2 Loss :  0.013174966409802437  Rel. Test L2 Loss :  0.013295128345489501  Test L2 Loss :  9.007781220134348e-05  Time :  43.80992007255554  L:  [1.054465651512146, 1.0582770109176636]
Epoch :  82  Rel. Train L2 Loss :  0.014742027349770068  Rel. Test L2 Loss :  0.014599695950746536  Test L2 Loss :  9.887344931485132e-05  Time :  43.9026563167572  L:  [1.0545321702957153, 1.0585633516311646]
Epoch :  83  Rel. Train L2 Loss :  0.014275161698460579  Rel. Test L2 Loss :  0.013043643645942212  Test L2 Loss :  8.797157322987915e-05  Time :  43.910340547561646  L:  [1.0548375844955444, 1.0585172176361084]
Epoch :  84  Rel. Train L2 Loss :  0.016237034633755684  Rel. Test L2 Loss :  0.014897671714425086  Test L2 Loss :  0.00010036389925517141  Time :  43.84823679924011  L:  [1.0549834966659546, 1.0588009357452393]
Epoch :  85  Rel. Train L2 Loss :  0.012321691177785397  Rel. Test L2 Loss :  0.014162125736474991  Test L2 Loss :  9.517843660432846e-05  Time :  43.851523876190186  L:  [1.0556102991104126, 1.0590691566467285]
Epoch :  86  Rel. Train L2 Loss :  0.014607157841324806  Rel. Test L2 Loss :  0.013908255100250243  Test L2 Loss :  9.359003161080182e-05  Time :  43.89201092720032  L:  [1.0557090044021606, 1.0595471858978271]
Epoch :  87  Rel. Train L2 Loss :  0.013406592085957528  Rel. Test L2 Loss :  0.013554049618542195  Test L2 Loss :  9.158191678579897e-05  Time :  43.91228771209717  L:  [1.0558018684387207, 1.0594881772994995]
Epoch :  88  Rel. Train L2 Loss :  0.013581018447875976  Rel. Test L2 Loss :  0.013162285052239896  Test L2 Loss :  8.892628364264965e-05  Time :  43.95190715789795  L:  [1.0560951232910156, 1.0599898099899292]
Epoch :  89  Rel. Train L2 Loss :  0.013431533843278885  Rel. Test L2 Loss :  0.018281380012631417  Test L2 Loss :  0.00012292530562262982  Time :  44.24636459350586  L:  [1.0568243265151978, 1.0603747367858887]
Epoch :  90  Rel. Train L2 Loss :  0.014273730874061584  Rel. Test L2 Loss :  0.012682035230100155  Test L2 Loss :  8.610592951299623e-05  Time :  43.878416299819946  L:  [1.0565091371536255, 1.0606143474578857]
Epoch :  91  Rel. Train L2 Loss :  0.015023289680480957  Rel. Test L2 Loss :  0.013046666271984577  Test L2 Loss :  8.815659006359056e-05  Time :  43.88613176345825  L:  [1.0567626953125, 1.0610116720199585]
Epoch :  92  Rel. Train L2 Loss :  0.014371401764452457  Rel. Test L2 Loss :  0.013823241889476777  Test L2 Loss :  9.395270171808079e-05  Time :  43.86131143569946  L:  [1.057188630104065, 1.0610661506652832]
Epoch :  93  Rel. Train L2 Loss :  0.016649805806577204  Rel. Test L2 Loss :  0.01615296084433794  Test L2 Loss :  0.00010926352289970964  Time :  43.874269008636475  L:  [1.0568010807037354, 1.0609499216079712]
Epoch :  94  Rel. Train L2 Loss :  0.01340228482335806  Rel. Test L2 Loss :  0.016731808744370937  Test L2 Loss :  0.00011487213283544407  Time :  43.929699420928955  L:  [1.0575262308120728, 1.0613787174224854]
Epoch :  95  Rel. Train L2 Loss :  0.01290318041294813  Rel. Test L2 Loss :  0.014398728422820568  Test L2 Loss :  9.711682941997424e-05  Time :  43.90529990196228  L:  [1.0580310821533203, 1.0615485906600952]
Epoch :  96  Rel. Train L2 Loss :  0.014548784591257573  Rel. Test L2 Loss :  0.013817997425794601  Test L2 Loss :  9.30965956649743e-05  Time :  43.855745792388916  L:  [1.0583186149597168, 1.0618399381637573]
Epoch :  97  Rel. Train L2 Loss :  0.013981916323304176  Rel. Test L2 Loss :  0.012843698188662529  Test L2 Loss :  8.648184506455436e-05  Time :  43.86772608757019  L:  [1.0584261417388916, 1.0618995428085327]
Epoch :  98  Rel. Train L2 Loss :  0.014898632317781449  Rel. Test L2 Loss :  0.01536827314645052  Test L2 Loss :  0.00010473492788150907  Time :  43.87728524208069  L:  [1.0586400032043457, 1.0617426633834839]
Epoch :  99  Rel. Train L2 Loss :  0.012999869793653487  Rel. Test L2 Loss :  0.015185697749257088  Test L2 Loss :  0.00010250987339532003  Time :  43.884692430496216  L:  [1.0589512586593628, 1.0623877048492432]
Epoch :  100  Rel. Train L2 Loss :  0.013489851213991643  Rel. Test L2 Loss :  0.014254683181643486  Test L2 Loss :  9.63371162652038e-05  Time :  43.88241267204285  L:  [1.0592094659805298, 1.0623635053634644]
Epoch :  101  Rel. Train L2 Loss :  0.014223903007805348  Rel. Test L2 Loss :  0.016628725714981557  Test L2 Loss :  0.00011141550727188588  Time :  43.881139039993286  L:  [1.0595557689666748, 1.062734842300415]
Epoch :  102  Rel. Train L2 Loss :  0.015332269892096519  Rel. Test L2 Loss :  0.01740312483161688  Test L2 Loss :  0.00011867361783515662  Time :  43.883556842803955  L:  [1.0594607591629028, 1.062548041343689]
Epoch :  103  Rel. Train L2 Loss :  0.013981195457279683  Rel. Test L2 Loss :  0.013861027024686336  Test L2 Loss :  9.412276674993337e-05  Time :  43.8935980796814  L:  [1.0597920417785645, 1.062903881072998]
Epoch :  104  Rel. Train L2 Loss :  0.012864837415516377  Rel. Test L2 Loss :  0.014667599238455295  Test L2 Loss :  9.918482857756316e-05  Time :  43.901432037353516  L:  [1.0608853101730347, 1.0632702112197876]
Epoch :  105  Rel. Train L2 Loss :  0.014392651982605458  Rel. Test L2 Loss :  0.012215892411768436  Test L2 Loss :  8.250473299995065e-05  Time :  43.91138935089111  L:  [1.0606048107147217, 1.0636147260665894]
Epoch :  106  Rel. Train L2 Loss :  0.013082897864282132  Rel. Test L2 Loss :  0.012614325322210788  Test L2 Loss :  8.580563880968838e-05  Time :  43.92207670211792  L:  [1.0613079071044922, 1.0638659000396729]
Epoch :  107  Rel. Train L2 Loss :  0.014957806259393693  Rel. Test L2 Loss :  0.015538932979106903  Test L2 Loss :  0.00010533709137234837  Time :  43.895628452301025  L:  [1.0613828897476196, 1.0639533996582031]
Epoch :  108  Rel. Train L2 Loss :  0.013122026585042476  Rel. Test L2 Loss :  0.0156121588870883  Test L2 Loss :  0.00010517314309254289  Time :  43.91652035713196  L:  [1.062011957168579, 1.0645204782485962]
Epoch :  109  Rel. Train L2 Loss :  0.01320684827119112  Rel. Test L2 Loss :  0.013682532534003257  Test L2 Loss :  9.249699767678976e-05  Time :  43.92407846450806  L:  [1.0621196031570435, 1.064308524131775]
Epoch :  110  Rel. Train L2 Loss :  0.0127421001419425  Rel. Test L2 Loss :  0.019512493163347244  Test L2 Loss :  0.00013263654051115737  Time :  43.899853229522705  L:  [1.0623691082000732, 1.0643835067749023]
Epoch :  111  Rel. Train L2 Loss :  0.01436611220240593  Rel. Test L2 Loss :  0.012383843474090099  Test L2 Loss :  8.392240182729438e-05  Time :  43.90737223625183  L:  [1.0621545314788818, 1.0646898746490479]
Epoch :  112  Rel. Train L2 Loss :  0.013499546907842159  Rel. Test L2 Loss :  0.013573091216385365  Test L2 Loss :  9.148806071607396e-05  Time :  43.909239530563354  L:  [1.0623624324798584, 1.06512451171875]
Epoch :  113  Rel. Train L2 Loss :  0.01375337028503418  Rel. Test L2 Loss :  0.013624393567442893  Test L2 Loss :  9.198679501423612e-05  Time :  43.93537163734436  L:  [1.0632177591323853, 1.064712643623352]
Epoch :  114  Rel. Train L2 Loss :  0.013588268890976906  Rel. Test L2 Loss :  0.01514607723802328  Test L2 Loss :  0.00010289785655913875  Time :  43.91235113143921  L:  [1.062974452972412, 1.0650098323822021]
Epoch :  115  Rel. Train L2 Loss :  0.014883982956409454  Rel. Test L2 Loss :  0.013339894227683544  Test L2 Loss :  9.05866181710735e-05  Time :  43.8722198009491  L:  [1.0627912282943726, 1.0649884939193726]
Epoch :  116  Rel. Train L2 Loss :  0.015019662603735924  Rel. Test L2 Loss :  0.017479129396378995  Test L2 Loss :  0.00011857881589094176  Time :  43.910176515579224  L:  [1.0631486177444458, 1.0650887489318848]
Epoch :  117  Rel. Train L2 Loss :  0.015180547781288623  Rel. Test L2 Loss :  0.013962831869721413  Test L2 Loss :  9.573174669640139e-05  Time :  43.934802770614624  L:  [1.0630708932876587, 1.0654813051223755]
Epoch :  118  Rel. Train L2 Loss :  0.014112546853721143  Rel. Test L2 Loss :  0.016014997586607932  Test L2 Loss :  0.00010852734762011096  Time :  43.89969515800476  L:  [1.0638253688812256, 1.0654911994934082]
Epoch :  119  Rel. Train L2 Loss :  0.01349565840512514  Rel. Test L2 Loss :  0.014627218469977379  Test L2 Loss :  9.801697975490242e-05  Time :  43.876198053359985  L:  [1.0642187595367432, 1.0658284425735474]
Epoch :  120  Rel. Train L2 Loss :  0.012824566379189491  Rel. Test L2 Loss :  0.0143712817132473  Test L2 Loss :  9.76744230138138e-05  Time :  43.95086050033569  L:  [1.0645400285720825, 1.0662528276443481]
Epoch :  121  Rel. Train L2 Loss :  0.01378368802368641  Rel. Test L2 Loss :  0.0130605274066329  Test L2 Loss :  8.828287944197655e-05  Time :  43.94216799736023  L:  [1.0647177696228027, 1.0661708116531372]
Epoch :  122  Rel. Train L2 Loss :  0.01381906446069479  Rel. Test L2 Loss :  0.020924437195062637  Test L2 Loss :  0.00014068073651287704  Time :  43.88160228729248  L:  [1.0648458003997803, 1.0660439729690552]
Epoch :  123  Rel. Train L2 Loss :  0.013846266195178031  Rel. Test L2 Loss :  0.01678612280637026  Test L2 Loss :  0.00011328555265208707  Time :  43.8754186630249  L:  [1.0648058652877808, 1.066507339477539]
Epoch :  124  Rel. Train L2 Loss :  0.013828760206699372  Rel. Test L2 Loss :  0.01499458059668541  Test L2 Loss :  0.0001012013608124107  Time :  43.9568350315094  L:  [1.0649935007095337, 1.06670343875885]
